Year,Month,Day,Category,Count
2015.0,1,3,Agg Assault Domest,3
2015.0,1,3,Agg Assault Drive-,1
2015.0,1,3,Aggravated Assault (,2
2015.0,1,3,Armed Robbery,9
2015.0,1,3,Attempt Suicide by P,1
2015.0,1,3,Auto Theft,9
2015.0,1,3,Burglary Non Resid,2
2015.0,1,3,Burglary Residence,10
2015.0,1,3,Credit/Debit/ATM Car,1
2015.0,1,3,Disorderly Conduct,1
2015.0,1,3,Driving Under Influe,3
2015.0,1,3,Drunkenness,1
2015.0,1,3,Embezzlement,2
2015.0,1,3,Family Offense,1
2015.0,1,3,Forgery,1
2015.0,1,3,Fraud/Confidence Gam,1
2015.0,1,3,Impersonation,1
2015.0,1,3,Misc Violation,4
2015.0,1,3,Non Agg Assault Dome,9
2015.0,1,3,Non Aggravated Assau,5
2015.0,1,3,Possession of Drug E,1
2015.0,1,3,Possession/Sale/Dist,3
2015.0,1,3,Property Damage,14
2015.0,1,3,Resisting an Officer,2
2015.0,1,3,Stealing All Other,4
2015.0,1,3,Stealing Auto Parts/,6
2015.0,1,3,Stealing From Auto,11
2015.0,1,3,Stealing from Buildi,8
2015.0,1,3,Stealing Shoplifting,6
2015.0,1,3,Stolen Property OFFE,1
2015.0,1,3,Trespassing,4
2015.0,1,3,Violation Ex Parte O,1
2015.0,1,3,Weapons Law Violatio,3
2015.0,1,4,Agg Assault Domest,2
2015.0,1,4,Agg Assault Drive-,2
2015.0,1,4,Aggravated Assault (,6
2015.0,1,4,Armed Robbery,2
2015.0,1,4,Arson with Fire Bomb,1
2015.0,1,4,Attempt Suicide by C,1
2015.0,1,4,Attempt Suicide by O,1
2015.0,1,4,Auto Theft,9
2015.0,1,4,Auto Theft Outside S,1
2015.0,1,4,Burglary Non Resid,3
2015.0,1,4,Burglary Residence,6
2015.0,1,4,Dead Body,2
2015.0,1,4,Disorderly Conduct,2
2015.0,1,4,Driving Under Influe,2
2015.0,1,4,Intimidation,2
2015.0,1,4,Misc Violation,2
2015.0,1,4,Missing/Runaway Juve,1
2015.0,1,4,Non Agg Assault Dome,12
2015.0,1,4,Non Aggravated Assau,1
2015.0,1,4,Possession of Drug E,1
2015.0,1,4,Possession/Sale/Dist,5
2015.0,1,4,Property Damage,9
2015.0,1,4,Rape,1
2015.0,1,4,Resisting an Officer,2
2015.0,1,4,Sex Off Fondle mol,1
2015.0,1,4,Stealing All Other,1
2015.0,1,4,Stealing Auto Parts/,2
2015.0,1,4,Stealing From Auto,5
2015.0,1,4,Stealing from Buildi,7
2015.0,1,4,Stealing Pickpocket,1
2015.0,1,4,Stealing Purse Snatc,1
2015.0,1,4,Stealing Shoplifting,5
2015.0,1,4,Stolen Property OFFE,1
2015.0,1,4,Trespassing,6
2015.0,1,4,Weapons Law Violatio,1
2015.0,1,5,Aggravated Assault (,4
2015.0,1,5,Armed Robbery,4
2015.0,1,5,Arson with Fire Bomb,1
2015.0,1,5,Attempt Suicide by C,1
2015.0,1,5,Attempt Suicide by S,1
2015.0,1,5,Auto Theft,15
2015.0,1,5,Auto Theft Outside S,2
2015.0,1,5,Burglary Non Resid,6
2015.0,1,5,Burglary Residence,18
2015.0,1,5,Counterfeiting,1
2015.0,1,5,Credit/Debit/ATM Car,1
2015.0,1,5,Disorderly Conduct,1
2015.0,1,5,Driving Under Influe,1
2015.0,1,5,Family Offense,1
2015.0,1,5,Forged Checks,2
2015.0,1,5,Forgery,3
2015.0,1,5,Fraud/Confidence Gam,3
2015.0,1,5,Impersonation,4
2015.0,1,5,Intimidation,1
2015.0,1,5,Misc Violation,9
2015.0,1,5,Non Agg Assault Dome,8
2015.0,1,5,Non Aggravated Assau,5
2015.0,1,5,Possession of Drug E,4
2015.0,1,5,Possession/Sale/Dist,9
2015.0,1,5,Property Damage,6
2015.0,1,5,Prostitution/Patroni,1
2015.0,1,5,Resisting an Officer,1
2015.0,1,5,Stealing All Other,7
2015.0,1,5,Stealing Auto Parts/,5
2015.0,1,5,Stealing From Auto,9
2015.0,1,5,Stealing from Buildi,7
2015.0,1,5,Stealing Shoplifting,5
2015.0,1,5,Stolen Property OFFE,1
2015.0,1,5,Strong Arm Robbery,1
2015.0,1,5,Trespassing,1
2015.0,1,5,Violation Full Order,1
2015.0,1,5,Weapons Law Violatio,1
2015.0,1,6,Aggravated Assault (,4
2015.0,1,6,Armed Robbery,1
2015.0,1,6,Arson,2
2015.0,1,6,Auto Theft,17
2015.0,1,6,Auto Theft Outside S,4
2015.0,1,6,Burglary Non Resid,1
2015.0,1,6,Burglary Residence,17
2015.0,1,6,Counterfeiting,1
2015.0,1,6,Credit/Debit/ATM Car,2
2015.0,1,6,Embezzlement,1
2015.0,1,6,Failure to Return,1
2015.0,1,6,Family Offense,1
2015.0,1,6,Forcible Fondling,1
2015.0,1,6,Forcible Sodomy,1
2015.0,1,6,Forged Checks,1
2015.0,1,6,Forgery,6
2015.0,1,6,Fraud/Confidence Gam,2
2015.0,1,6,Impersonation,5
2015.0,1,6,Intimidation,1
2015.0,1,6,Misc Violation,6
2015.0,1,6,Non Agg Assault Dome,6
2015.0,1,6,Non Aggravated Assau,4
2015.0,1,6,Possession of Drug E,1
2015.0,1,6,Possession/Sale/Dist,7
2015.0,1,6,Property Damage,8
2015.0,1,6,Prostitution/Patroni,1
2015.0,1,6,Rape,2
2015.0,1,6,Resisting an Officer,1
2015.0,1,6,Sex Off Misconduct,1
2015.0,1,6,Stealing All Other,8
2015.0,1,6,Stealing Auto Parts/,9
2015.0,1,6,Stealing From Auto,10
2015.0,1,6,Stealing from Buildi,11
2015.0,1,6,Stealing Pickpocket,2
2015.0,1,6,Stealing Shoplifting,3
2015.0,1,6,Stolen Property OFFE,2
2015.0,1,6,Strong Arm Robbery,3
2015.0,1,6,Trespassing,1
2015.0,1,6,Violation Ex Parte O,1
2015.0,1,6,Weapons Law Violatio,1
2015.0,1,6,Wire Fraud,1
2015.0,1,7,Agg Assault Domest,1
2015.0,1,7,Aggravated Assault (,2
2015.0,1,7,Armed Robbery,5
2015.0,1,7,Arson,1
2015.0,1,7,Attempt Suicide by C,1
2015.0,1,7,Auto Theft,8
2015.0,1,7,Auto Theft Outside S,1
2015.0,1,7,Burglary Non Resid,3
2015.0,1,7,Burglary Residence,20
2015.0,1,7,Credit/Debit/ATM Car,1
2015.0,1,7,Dead Body,2
2015.0,1,7,Driving Under Influe,1
2015.0,1,7,Embezzlement,1
2015.0,1,7,Family Offense,2
2015.0,1,7,Forcible Sodomy,2
2015.0,1,7,Forgery,1
2015.0,1,7,Fraud/Confidence Gam,1
2015.0,1,7,Impersonation,1
2015.0,1,7,Intimidation,2
2015.0,1,7,Misc Violation,8
2015.0,1,7,Non Agg Assault Dome,6
2015.0,1,7,Non Aggravated Assau,4
2015.0,1,7,Possession of Drug E,2
2015.0,1,7,Possession/Sale/Dist,8
2015.0,1,7,Property Damage,5
2015.0,1,7,Stealing All Other,9
2015.0,1,7,Stealing Auto Parts/,5
2015.0,1,7,Stealing From Auto,8
2015.0,1,7,Stealing from Buildi,6
2015.0,1,7,Stealing Shoplifting,5
2015.0,1,7,Stolen Property OFFE,1
2015.0,1,7,Strong Arm Robbery,2
2015.0,1,7,Trespassing,1
2015.0,1,7,Violation Full Order,1
2015.0,1,8,Agg Assault Domest,2
2015.0,1,8,Agg Assault Drive-,1
2015.0,1,8,Armed Robbery,1
2015.0,1,8,Arson,1
2015.0,1,8,Auto Theft,17
2015.0,1,8,Auto Theft Outside S,5
2015.0,1,8,Burglary Non Resid,1
2015.0,1,8,Burglary Residence,13
2015.0,1,8,Counterfeiting,1
2015.0,1,8,Credit/Debit/ATM Car,2
2015.0,1,8,Driving Under Influe,2
2015.0,1,8,Embezzlement,1
2015.0,1,8,Forgery,1
2015.0,1,8,Fraud/Confidence Gam,2
2015.0,1,8,Impersonation,1
2015.0,1,8,Misc Violation,5
2015.0,1,8,Non Agg Assault Dome,3
2015.0,1,8,Non Aggravated Assau,3
2015.0,1,8,Pornography,1
2015.0,1,8,Possession of Drug E,2
2015.0,1,8,Possession/Sale/Dist,3
2015.0,1,8,Property Damage,14
2015.0,1,8,Prostitution/Patroni,1
2015.0,1,8,Resisting an Officer,1
2015.0,1,8,Sex Off Fondle mol,1
2015.0,1,8,Stealing All Other,2
2015.0,1,8,Stealing Auto Parts/,7
2015.0,1,8,Stealing From Auto,15
2015.0,1,8,Stealing from Buildi,11
2015.0,1,8,Stealing Shoplifting,7
2015.0,1,8,Stolen Property OFFE,1
2015.0,1,8,Trespassing,3
2015.0,1,8,Weapons Law Violatio,1
2015.0,1,9,Agg Assault Domest,5
2015.0,1,9,Agg Assault Drive-,2
2015.0,1,9,Aggravated Assault (,2
2015.0,1,9,Armed Robbery,6
2015.0,1,9,Arson,2
2015.0,1,9,Auto Theft,7
2015.0,1,9,Auto Theft Outside S,2
2015.0,1,9,Burglary Non Resid,2
2015.0,1,9,Burglary Residence,12
2015.0,1,9,Counterfeiting,1
2015.0,1,9,Driving Under Influe,3
2015.0,1,9,Embezzlement,4
2015.0,1,9,Family Offense,1
2015.0,1,9,Forgery,1
2015.0,1,9,Fraud/Confidence Gam,3
2015.0,1,9,Impersonation,1
2015.0,1,9,Intimidation,1
2015.0,1,9,Misc Violation,7
2015.0,1,9,Non Agg Assault Dome,9
2015.0,1,9,Non Aggravated Assau,2
2015.0,1,9,Possession/Sale/Dist,3
2015.0,1,9,Property Damage,7
2015.0,1,9,Resisting an Officer,1
2015.0,1,9,Stealing All Other,1
2015.0,1,9,Stealing Auto Parts/,10
2015.0,1,9,Stealing From Auto,15
2015.0,1,9,Stealing from Buildi,9
2015.0,1,9,Stealing Shoplifting,13
2015.0,1,9,Stolen Property OFFE,2
2015.0,1,9,Strong Arm Robbery,2
2015.0,1,9,Trespassing,2
2015.0,1,9,Violation Ex Parte O,1
2015.0,1,9,Weapons Law Violatio,1
2015.0,1,9,Wire Fraud,2
2015.0,1,10,Agg Assault Domest,6
2015.0,1,10,Agg Assault Drive-,2
2015.0,1,10,Aggravated Assault (,4
2015.0,1,10,Armed Robbery,2
2015.0,1,10,Auto Theft,9
2015.0,1,10,Auto Theft Outside S,2
2015.0,1,10,Burglary Non Resid,1
2015.0,1,10,Burglary Residence,9
2015.0,1,10,Dead Body,2
2015.0,1,10,Driving Under Influe,4
2015.0,1,10,Forgery,2
2015.0,1,10,Fraud/Confidence Gam,1
2015.0,1,10,Impersonation,1
2015.0,1,10,Misc Violation,3
2015.0,1,10,Non Agg Assault Dome,8
2015.0,1,10,Non Aggravated Assau,2
2015.0,1,10,Possession of Drug E,3
2015.0,1,10,Possession/Sale/Dist,3
2015.0,1,10,PROPERTY DAM,1
2015.0,1,10,Property Damage,11
2015.0,1,10,Resisting an Officer,1
2015.0,1,10,Sex Off Fondle mol,1
2015.0,1,10,Stealing All Other,4
2015.0,1,10,Stealing Auto Parts/,6
2015.0,1,10,Stealing From Auto,8
2015.0,1,10,Stealing from Buildi,6
2015.0,1,10,Stealing Shoplifting,7
2015.0,1,10,Stolen Property OFFE,2
2015.0,1,10,Strong Arm Robbery,2
2015.0,1,10,Trespassing,1
2015.0,1,10,Violation Ex Parte O,1
2015.0,1,10,Weapons Law Violatio,1
2015.0,1,11,Agg Assault Domest,4
2015.0,1,11,Agg Assault Drive-,1
2015.0,1,11,Aggravated Assault (,6
2015.0,1,11,Armed Robbery,4
2015.0,1,11,Auto Theft,9
2015.0,1,11,Auto Theft Outside S,1
2015.0,1,11,Burglary Non Resid,2
2015.0,1,11,Burglary Residence,5
2015.0,1,11,Credit/Debit/ATM Car,1
2015.0,1,11,Dead Body,1
2015.0,1,11,Disorderly Conduct,4
2015.0,1,11,Driving Under Influe,2
2015.0,1,11,HOMICIDE/Non Neglige,2
2015.0,1,11,Intimidation,2
2015.0,1,11,Kidnapping/Abduction,1
2015.0,1,11,Liquor Law Violaton,1
2015.0,1,11,Misc Violation,4
2015.0,1,11,Non Agg Assault Dome,11
2015.0,1,11,Non Aggravated Assau,4
2015.0,1,11,Possession of Drug E,1
2015.0,1,11,Possession/Sale/Dist,5
2015.0,1,11,Property Damage,8
2015.0,1,11,Rape,1
2015.0,1,11,Resisting an Officer,3
2015.0,1,11,Sex Off Fondle mol,1
2015.0,1,11,Stealing All Other,3
2015.0,1,11,Stealing Auto Parts/,9
2015.0,1,11,Stealing From Auto,3
2015.0,1,11,Stealing from Buildi,5
2015.0,1,11,Stealing Shoplifting,4
2015.0,1,11,Stolen Property OFFE,1
2015.0,1,11,Strong Arm Robbery,2
2015.0,1,11,Trespassing,4
2015.0,1,11,Violation Full Order,1
2015.0,1,12,Agg Assault Domest,3
2015.0,1,12,Aggravated Assault (,3
2015.0,1,12,Armed Robbery,5
2015.0,1,12,Auto Theft,21
2015.0,1,12,Auto Theft Outside S,3
2015.0,1,12,Burglary Non Resid,6
2015.0,1,12,Burglary Residence,21
2015.0,1,12,Credit/Debit/ATM Car,1
2015.0,1,12,Driving Under Influe,1
2015.0,1,12,Family Offense,1
2015.0,1,12,Forgery,2
2015.0,1,12,Fraud/Confidence Gam,2
2015.0,1,12,HOMICIDE/Non Neglige,1
2015.0,1,12,Impersonation,2
2015.0,1,12,Intimidation,2
2015.0,1,12,Misc Violation,10
2015.0,1,12,Non Agg Assault Dome,6
2015.0,1,12,Non Aggravated Assau,4
2015.0,1,12,Possession of Drug E,1
2015.0,1,12,Possession/Sale/Dist,8
2015.0,1,12,Property Damage,13
2015.0,1,12,Sex Off Misconduct,1
2015.0,1,12,Statutory Rape,1
2015.0,1,12,Stealing All Other,6
2015.0,1,12,Stealing Auto Parts/,12
2015.0,1,12,Stealing From Auto,8
2015.0,1,12,Stealing from Buildi,11
2015.0,1,12,Stealing Shoplifting,11
2015.0,1,12,Stolen Property OFFE,1
2015.0,1,12,Strong Arm Robbery,1
2015.0,1,12,Trespassing,5
2015.0,1,12,Violation Full Order,1
2015.0,1,12,Weapons Law Violatio,1
2015.0,1,12,Wire Fraud,1
2015.0,1,13,Aggravated Assault (,3
2015.0,1,13,Armed Robbery,4
2015.0,1,13,Auto Theft,16
2015.0,1,13,Auto Theft Outside S,1
2015.0,1,13,Burglary Non Resid,4
2015.0,1,13,Burglary Residence,11
2015.0,1,13,Credit/Debit/ATM Car,2
2015.0,1,13,Disorderly Conduct,2
2015.0,1,13,Driving Under Influe,1
2015.0,1,13,Failure to Return,1
2015.0,1,13,Forcible Sodomy,2
2015.0,1,13,Forged Checks,2
2015.0,1,13,Fraud/Confidence Gam,1
2015.0,1,13,Impersonation,3
2015.0,1,13,Intimidation,2
2015.0,1,13,Misc Violation,7
2015.0,1,13,Non Agg Assault Dome,9
2015.0,1,13,Non Aggravated Assau,3
2015.0,1,13,Possession of Drug E,1
2015.0,1,13,Possession/Sale/Dist,4
2015.0,1,13,Property Damage,11
2015.0,1,13,Stealing All Other,8
2015.0,1,13,Stealing Auto Parts/,9
2015.0,1,13,Stealing Coin Operat,1
2015.0,1,13,Stealing From Auto,8
2015.0,1,13,Stealing from Buildi,4
2015.0,1,13,Stealing Shoplifting,5
2015.0,1,13,Stolen Property OFFE,1
2015.0,1,13,Strong Arm Robbery,1
2015.0,1,13,Trespassing,5
2015.0,1,13,Violation Full Order,1
2015.0,1,13,Weapons Law Violatio,2
2015.0,1,14,Agg Assault Domest,1
2015.0,1,14,Aggravated Assault (,3
2015.0,1,14,Armed Robbery,3
2015.0,1,14,Auto Theft,8
2015.0,1,14,Auto Theft Outside S,2
2015.0,1,14,Burglary Non Resid,5
2015.0,1,14,Burglary Residence,16
2015.0,1,14,Credit/Debit/ATM Car,2
2015.0,1,14,Disorderly Conduct,1
2015.0,1,14,Failure to Return,1
2015.0,1,14,Forged Checks,1
2015.0,1,14,Forgery,1
2015.0,1,14,Fraud/Confidence Gam,2
2015.0,1,14,Hindering,1
2015.0,1,14,Impersonation,2
2015.0,1,14,Misc Violation,8
2015.0,1,14,Non Agg Assault Dome,7
2015.0,1,14,Non Aggravated Assau,1
2015.0,1,14,Possession of Drug E,2
2015.0,1,14,Possession/Sale/Dist,9
2015.0,1,14,Property Damage,11
2015.0,1,14,Prostitution/Patroni,2
2015.0,1,14,Resisting an Officer,1
2015.0,1,14,Sex Off Fondle mol,1
2015.0,1,14,Sex Off Misconduct,1
2015.0,1,14,Stealing All Other,4
2015.0,1,14,Stealing Auto Parts/,9
2015.0,1,14,Stealing From Auto,10
2015.0,1,14,Stealing from Buildi,9
2015.0,1,14,Stealing Purse Snatc,1
2015.0,1,14,Stealing Shoplifting,3
2015.0,1,14,Stolen Property OFFE,2
2015.0,1,14,Strong Arm Robbery,2
2015.0,1,14,Trespassing,1
2015.0,1,14,Weapons Law Violatio,1
2015.0,1,15,Aggravated Assault (,2
2015.0,1,15,Armed Robbery,1
2015.0,1,15,Arson,1
2015.0,1,15,Attempt Suicide by S,1
2015.0,1,15,Auto Theft,14
2015.0,1,15,Auto Theft Outside S,1
2015.0,1,15,Burglary Non Resid,3
2015.0,1,15,Burglary Residence,11
2015.0,1,15,Disorderly Conduct,1
2015.0,1,15,Driving Under Influe,3
2015.0,1,15,False Information to,1
2015.0,1,15,Forcible Sodomy,2
2015.0,1,15,Forged Checks,7
2015.0,1,15,Fraud/Confidence Gam,3
2015.0,1,15,Impersonation NOT,1
2015.0,1,15,Liquor Law Violaton,1
2015.0,1,15,Misc Violation,7
2015.0,1,15,Non Agg Assault Dome,8
2015.0,1,15,Non Aggravated Assau,5
2015.0,1,15,Possession of Drug E,4
2015.0,1,15,Possession/Sale/Dist,6
2015.0,1,15,Property Damage,11
2015.0,1,15,Resisting an Officer,2
2015.0,1,15,Sex Offense -others,1
2015.0,1,15,Stealing All Other,6
2015.0,1,15,Stealing Auto Parts/,5
2015.0,1,15,Stealing From Auto,14
2015.0,1,15,Stealing from Buildi,3
2015.0,1,15,Stealing Pickpocket,1
2015.0,1,15,Stealing Shoplifting,5
2015.0,1,15,Strong Arm Robbery,5
2015.0,1,15,Trespassing,2
2015.0,1,15,Violation Full Order,1
2015.0,1,16,Agg Assault Domest,2
2015.0,1,16,Aggravated Assault (,3
2015.0,1,16,Armed Robbery,2
2015.0,1,16,Auto Theft,16
2015.0,1,16,Auto Theft Outside S,5
2015.0,1,16,Burglary Non Resid,4
2015.0,1,16,Burglary Residence,14
2015.0,1,16,Credit/Debit/ATM Car,1
2015.0,1,16,Dead Body,1
2015.0,1,16,Disorderly Conduct,3
2015.0,1,16,Driving Under Influe,1
2015.0,1,16,Family Offense,1
2015.0,1,16,Forcible Fondling,1
2015.0,1,16,Forged Checks,2
2015.0,1,16,Forgery,2
2015.0,1,16,Fraud/Confidence Gam,1
2015.0,1,16,HOMICIDE/Non Neglige,3
2015.0,1,16,Impersonation,2
2015.0,1,16,Intimidation,3
2015.0,1,16,Misc Violation,10
2015.0,1,16,Non Agg Assault Dome,9
2015.0,1,16,Non Aggravated Assau,3
2015.0,1,16,Possession of Drug E,1
2015.0,1,16,Possession/Sale/Dist,6
2015.0,1,16,Property Damage,16
2015.0,1,16,Rape,1
2015.0,1,16,RAPE,1
2015.0,1,16,Resisting an Officer,1
2015.0,1,16,Sex Off Fondle mol,1
2015.0,1,16,Stealing All Other,7
2015.0,1,16,Stealing Auto Parts/,5
2015.0,1,16,Stealing From Auto,11
2015.0,1,16,Stealing from Buildi,10
2015.0,1,16,Stealing Shoplifting,8
2015.0,1,16,Stolen Property OFFE,2
2015.0,1,16,Strong Arm Robbery,1
2015.0,1,16,Trespassing,2
2015.0,1,16,Violation Ex Parte O,1
2015.0,1,16,Violation Full Order,2
2015.0,1,16,Weapons Law Violatio,1
2015.0,1,17,Agg Assault Domest,3
2015.0,1,17,Aggravated Assault (,2
2015.0,1,17,Armed Robbery,4
2015.0,1,17,Arson,1
2015.0,1,17,Attempt Suicide by C,1
2015.0,1,17,Attempt Suicide by S,1
2015.0,1,17,Auto Theft,20
2015.0,1,17,Auto Theft Outside S,2
2015.0,1,17,Burglary Non Resid,2
2015.0,1,17,Burglary Residence,9
2015.0,1,17,Credit/Debit/ATM Car,2
2015.0,1,17,Disorderly Conduct,2
2015.0,1,17,Driving Under Influe,3
2015.0,1,17,Family Offense,1
2015.0,1,17,Forgery,1
2015.0,1,17,Fraud/Confidence Gam,2
2015.0,1,17,HOMICIDE/Non Neglige,1
2015.0,1,17,Impersonation,1
2015.0,1,17,Intimidation,1
2015.0,1,17,Misc Violation,7
2015.0,1,17,Non Agg Assault Dome,13
2015.0,1,17,Non Aggravated Assau,7
2015.0,1,17,Possession of Drug E,2
2015.0,1,17,Possession/Sale/Dist,7
2015.0,1,17,Property Damage,13
2015.0,1,17,Rape,1
2015.0,1,17,Resisting an Officer,3
2015.0,1,17,Sex Off Misconduct,1
2015.0,1,17,Stealing All Other,3
2015.0,1,17,Stealing Auto Parts/,5
2015.0,1,17,Stealing From Auto,9
2015.0,1,17,Stealing from Buildi,9
2015.0,1,17,Stealing Pickpocket,1
2015.0,1,17,Stealing Shoplifting,6
2015.0,1,17,Stolen Property OFFE,1
2015.0,1,17,Trespassing,3
2015.0,1,17,Violation Full Order,1
2015.0,1,18,Agg Assault Domest,2
2015.0,1,18,Agg Assault Drive-,1
2015.0,1,18,Aggravated Assault (,4
2015.0,1,18,Armed Robbery,1
2015.0,1,18,Attempt Suicide by O,1
2015.0,1,18,Attempt Suicide by S,1
2015.0,1,18,Auto Theft,12
2015.0,1,18,Auto Theft Outside S,4
2015.0,1,18,Burglary Non Resid,5
2015.0,1,18,Burglary Residence,4
2015.0,1,18,Counterfeiting,1
2015.0,1,18,Disorderly Conduct,1
2015.0,1,18,Driving Under Influe,6
2015.0,1,18,Family Offense,1
2015.0,1,18,Fraud/Confidence Gam,1
2015.0,1,18,HOMICIDE/Non Neglige,1
2015.0,1,18,Intimidation,2
2015.0,1,18,Misc Violation,6
2015.0,1,18,Non Agg Assault Dome,7
2015.0,1,18,Non Aggravated Assau,3
2015.0,1,18,Possession of Drug E,1
2015.0,1,18,Possession/Sale/Dist,9
2015.0,1,18,Property Damage,5
2015.0,1,18,Rape,1
2015.0,1,18,Stealing All Other,7
2015.0,1,18,Stealing Auto Parts/,5
2015.0,1,18,Stealing From Auto,7
2015.0,1,18,Stealing from Buildi,6
2015.0,1,18,Stealing Shoplifting,7
2015.0,1,18,Stolen Property OFFE,2
2015.0,1,18,Strong Arm Robbery,2
2015.0,1,18,Suicide By Cutting,1
2015.0,1,18,Trespassing,3
2015.0,1,18,Violation Ex Parte O,1
2015.0,1,19,Agg Assault Domest,2
2015.0,1,19,Aggravated Assault (,3
2015.0,1,19,Armed Robbery,3
2015.0,1,19,Auto Theft,13
2015.0,1,19,Auto Theft Outside S,2
2015.0,1,19,Burglary Non Resid,3
2015.0,1,19,Burglary Residence,10
2015.0,1,19,Counterfeiting,1
2015.0,1,19,Credit/Debit/ATM Car,1
2015.0,1,19,Disorderly Conduct,4
2015.0,1,19,Driving Under Influe,1
2015.0,1,19,Embezzlement,1
2015.0,1,19,Forcible Sodomy,2
2015.0,1,19,Forgery,1
2015.0,1,19,HOMICIDE/Non Neglige,1
2015.0,1,19,Impersonation,1
2015.0,1,19,Intimidation,1
2015.0,1,19,Misc Violation,9
2015.0,1,19,Non Agg Assault Dome,12
2015.0,1,19,Non Aggravated Assau,6
2015.0,1,19,Possession of Drug E,1
2015.0,1,19,Possession/Sale/Dist,9
2015.0,1,19,Property Damage,15
2015.0,1,19,Resisting an Officer,2
2015.0,1,19,Stealing All Other,7
2015.0,1,19,Stealing Auto Parts/,9
2015.0,1,19,Stealing From Auto,14
2015.0,1,19,Stealing from Buildi,10
2015.0,1,19,Stealing Shoplifting,6
2015.0,1,19,Strong Arm Robbery,4
2015.0,1,19,Trespassing,1
2015.0,1,19,Violation Ex Parte O,2
2015.0,1,19,Weapons Law Violatio,1
2015.0,1,20,Agg Assault Domest,3
2015.0,1,20,Agg Assault Drive-,2
2015.0,1,20,Aggravated Assault (,3
2015.0,1,20,Armed Robbery,1
2015.0,1,20,Attempt Suicide by S,1
2015.0,1,20,Auto Theft,10
2015.0,1,20,Auto Theft Outside S,3
2015.0,1,20,Burglary Non Resid,2
2015.0,1,20,Burglary Residence,24
2015.0,1,20,Counterfeiting,1
2015.0,1,20,Credit/Debit/ATM Car,1
2015.0,1,20,Disorderly Conduct,1
2015.0,1,20,Driving Under Influe,2
2015.0,1,20,Embezzlement,1
2015.0,1,20,Forged Checks,1
2015.0,1,20,Forgery,2
2015.0,1,20,Fraud/Confidence Gam,4
2015.0,1,20,HOMICIDE/Non Neglige,1
2015.0,1,20,Impersonation,3
2015.0,1,20,Misc Violation,9
2015.0,1,20,Non Agg Assault Dome,8
2015.0,1,20,Non Aggravated Assau,2
2015.0,1,20,Possession of Drug E,3
2015.0,1,20,Possession/Sale/Dist,9
2015.0,1,20,Property Damage,15
2015.0,1,20,Resisting an Officer,2
2015.0,1,20,Sex Off Fondle mol,1
2015.0,1,20,Sex Off Indecent Exp,1
2015.0,1,20,Stealing All Other,8
2015.0,1,20,Stealing Auto Parts/,6
