year,month,day,description,count
2014,1,3,Rape,1
2014,1,3,Stealing All Other,5
2014,1,3,Stealing Auto Parts/,10
2014,1,3,Stealing From Auto,4
2014,1,3,Stealing Shoplifting,8
2014,1,3,Stealing from Buildi,5
2014,1,3,Stolen Property OFFE,2
2014,1,3,Strong Arm Robbery,3
2014,1,3,Suicide By Sleeping,1
2014,1,3,Trespassing,4
2014,1,3,Violation Ex Parte O,1
2014,1,3,Violation Full Order,3
2014,1,3,Weapons Law Violatio,1
2014,1,3,Wire Fraud,1
2014,1,4,Agg Assault - Domest,2
2014,1,4,Aggravated Assault (,5
2014,1,4,Armed Robbery,1
2014,1,4,Arson,3
2014,1,4,Attempt Suicide by C,2
2014,1,4,Auto Theft,11
2014,1,4,Auto Theft Outside S,3
2014,1,4,Burglary - Non Resid,4
2014,1,4,Burglary - Residence,8
2014,1,4,Credit/Debit/ATM Car,1
2014,1,4,Curfew,1
2014,1,4,Dead Body,2
2014,1,4,Disorderly Conduct,1
2014,1,4,Drunkenness,1
2014,1,4,Fraud/Confidence Gam,1
2014,1,4,Misc Violation,9
2014,1,4,Non Agg Assault Dome,13
2014,1,4,Non Aggravated Assau,4
2014,1,4,Possession/Sale/Dist,4
2014,1,4,Property Damage,15
2014,1,4,Resisting an Officer,4
2014,1,4,Stealing All Other,6
2014,1,4,Stealing Auto Parts/,6
2014,1,4,Stealing From Auto,7
2014,1,4,Stealing Shoplifting,6
2014,1,4,Stealing from Buildi,8
2014,1,4,Strong Arm Robbery,1
2014,1,4,Trespassing,2
2014,1,4,Violation Ex Parte O,1
2014,1,4,Violation Full Order,1
2014,1,5,Agg Assault - Domest,2
2014,1,5,Aggravated Assault (,3
2014,1,5,Armed Robbery,1
2014,1,5,Auto Theft,5
2014,1,5,Auto Theft Outside S,1
2014,1,5,Burglary - Non Resid,3
2014,1,5,Burglary - Residence,4
2014,1,5,Credit/Debit/ATM Car,1
2014,1,5,Dead Body,2
2014,1,5,Disorderly Conduct,1
2014,1,5,Failure to Return,1
2014,1,5,Forcible Sodomy,1
2014,1,5,Fraud/Confidence Gam,1
2014,1,5,Impersonation,1
2014,1,5,Interference with Cu,2
2014,1,5,Misc Violation,3
2014,1,5,Non Agg Assault Dome,11
2014,1,5,Non Aggravated Assau,6
2014,1,5,Possession of Drug E,3
2014,1,5,Possession/Sale/Dist,3
2014,1,5,Property Damage,9
2014,1,5,Rape,1
2014,1,5,Resisting an Officer,2
2014,1,5,Stealing All Other,5
2014,1,5,Stealing Auto Parts/,5
2014,1,5,Stealing From Auto,9
2014,1,5,Stealing Shoplifting,6
2014,1,5,Stealing from Buildi,6
2014,1,5,Trespassing,1
2014,1,6,Agg Assault - Domest,1
2014,1,6,Aggravated Assault (,2
2014,1,6,Arson,1
2014,1,6,Attempt Suicide by C,1
2014,1,6,Auto Theft,11
2014,1,6,Auto Theft Outside S,1
2014,1,6,Burglary - Non Resid,1
2014,1,6,Burglary - Residence,9
2014,1,6,Credit/Debit/ATM Car,3
2014,1,6,Dead Body,1
2014,1,6,Disorderly Conduct,4
2014,1,6,Forgery,1
2014,1,6,Fraud/Confidence Gam,3
2014,1,6,Impersonation,3
2014,1,6,Liquor Law Violaton,4
2014,1,6,Misc Violation,9
2014,1,6,Non Agg Assault Dome,5
2014,1,6,Non Aggravated Assau,4
2014,1,6,Possession of Drug E,3
2014,1,6,Possession/Sale/Dist,5
2014,1,6,Property Damage,9
2014,1,6,Rape,1
2014,1,6,Resisting an Officer,2
2014,1,6,Sex Off Fondle - mol,1
2014,1,6,Stealing All Other,5
2014,1,6,Stealing Auto Parts/,4
2014,1,6,Stealing From Auto,1
2014,1,6,Stealing Shoplifting,7
2014,1,6,Stealing from Buildi,8
2014,1,6,Trespassing,3
2014,1,6,Violation Ex Parte O,2
2014,1,6,Weapons Law Violatio,1
2014,1,6,Wire Fraud,1
2014,1,7,Agg Assault - Domest,1
2014,1,7,Aggravated Assault (,7
2014,1,7,Armed Robbery,3
2014,1,7,Attempt Suicide by S,1
2014,1,7,Auto Theft,6
2014,1,7,Auto Theft Outside S,2
2014,1,7,Burglary - Non Resid,2
2014,1,7,Burglary - Residence,13
2014,1,7,Credit/Debit/ATM Car,3
2014,1,7,Driving Under Influe,1
2014,1,7,Forcible Sodomy,1
2014,1,7,Forged Checks,1
2014,1,7,Forgery,1
2014,1,7,Intimidation,1
2014,1,7,Liquor Law Violaton,1
2014,1,7,Misc Violation,7
2014,1,7,Non Agg Assault Dome,7
2014,1,7,Non Aggravated Assau,1
2014,1,7,Possession of Drug E,1
2014,1,7,Possession/Sale/Dist,5
2014,1,7,Property Damage,5
2014,1,7,Sex Off Indecent Exp,1
2014,1,7,Stealing All Other,3
2014,1,7,Stealing Auto Parts/,4
2014,1,7,Stealing From Auto,4
2014,1,7,Stealing Shoplifting,4
2014,1,7,Stealing from Buildi,5
2014,1,7,Stolen Property OFFE,2
2014,1,7,Strong Arm Robbery,1
2014,1,7,Trespassing,1
2014,1,7,Violation Full Order,3
2014,1,7,Weapons Law Violatio,3
2014,1,8,Agg Assault - Domest,3
2014,1,8,Aggravated Assault (,2
2014,1,8,Armed Robbery,3
2014,1,8,Arson,1
2014,1,8,Auto Theft,6
2014,1,8,Auto Theft Outside S,1
2014,1,8,Burglary - Residence,16
2014,1,8,Disorderly Conduct,1
2014,1,8,Driving Under Influe,2
2014,1,8,Forgery,2
2014,1,8,Fraud/Confidence Gam,1
2014,1,8,HOMICIDE/Non Neglige,2
2014,1,8,Impersonation,2
2014,1,8,Intimidation,1
2014,1,8,Misc Violation,10
2014,1,8,Non Agg Assault Dome,7
2014,1,8,Non Aggravated Assau,6
2014,1,8,Possession of Drug E,2
2014,1,8,Possession/Sale/Dist,5
2014,1,8,Property Damage,6
2014,1,8,Rape,2
2014,1,8,Sex Offense -others,1
2014,1,8,Stealing All Other,4
2014,1,8,Stealing Auto Parts/,4
2014,1,8,Stealing From Auto,4
2014,1,8,Stealing Pickpocket,1
2014,1,8,Stealing Shoplifting,8
2014,1,8,Stealing from Buildi,5
2014,1,8,Stolen Property OFFE,1
2014,1,8,Strong Arm Robbery,1
2014,1,8,Trespassing,3
2014,1,8,Violation Full Order,1
2014,1,8,Weapons Law Violatio,1
2014,1,8,Wire Fraud,2
2014,1,9,Agg Assault - Domest,1
2014,1,9,Aggravated Assault (,3
2014,1,9,Armed Robbery,2
2014,1,9,Auto Theft,13
2014,1,9,Burglary - Non Resid,2
2014,1,9,Burglary - Residence,9
2014,1,9,Credit/Debit/ATM Car,2
2014,1,9,Embezzlement,1
2014,1,9,Failure to Return,1
2014,1,9,Family Offense,1
2014,1,9,Forged Checks,1
2014,1,9,Forgery,1
2014,1,9,Fraud/Confidence Gam,2
2014,1,9,Impersonation,1
2014,1,9,Kidnapping/Abduction,1
2014,1,9,Liquor Law Violaton,1
2014,1,9,Misc Violation,10
2014,1,9,Non Agg Assault Dome,4
2014,1,9,Non Aggravated Assau,6
2014,1,9,Possession of Drug E,4
2014,1,9,Possession/Sale/Dist,5
2014,1,9,Property Damage,12
2014,1,9,Prostitution/Patroni,2
2014,1,9,Rape,1
2014,1,9,Resisting an Officer,1
2014,1,9,Sex Off Fondle - mol,1
2014,1,9,Sex Offense -others,1
2014,1,9,Stealing All Other,10
2014,1,9,Stealing Auto Parts/,4
2014,1,9,Stealing From Auto,9
2014,1,9,Stealing Shoplifting,14
2014,1,9,Stealing from Buildi,6
2014,1,9,Strong Arm Robbery,1
2014,1,9,Trespassing,2
2014,1,9,Violation Ex Parte O,2
2014,1,9,Violation Full Order,1
2014,1,9,Weapons Law Violatio,4
2014,1,10,Agg Assault - Domest,1
2014,1,10,Aggravated Assault (,1
2014,1,10,Attempt Suicide by S,1
2014,1,10,Auto Theft,10
2014,1,10,Auto Theft Outside S,1
2014,1,10,Burglary - Non Resid,5
2014,1,10,Burglary - Residence,17
2014,1,10,Disorderly Conduct,1
2014,1,10,Driving Under Influe,1
2014,1,10,Embezzlement,4
2014,1,10,False ID,1
2014,1,10,Forcible Sodomy,1
2014,1,10,Forgery,1
2014,1,10,Fraud Confidence Gam,1
2014,1,10,Impersonation,4
2014,1,10,Intimidation,1
2014,1,10,Misc Violation,6
2014,1,10,Non Agg Assault Dome,8
2014,1,10,Non Aggravated Assau,7
2014,1,10,Possession/Sale/Dist,10
2014,1,10,Property Damage,6
2014,1,10,Resisting an Officer,2
2014,1,10,Sex Off Indecent Exp,1
2014,1,10,Stealing All Other,7
2014,1,10,Stealing Auto Parts/,6
2014,1,10,Stealing From Auto,5
2014,1,10,Stealing Shoplifting,7
2014,1,10,Stealing from Buildi,5
2014,1,10,Strong Arm Robbery,3
2014,1,10,Trespassing,2
2014,1,10,Violation Full Order,1
2014,1,10,Wire Fraud,1
2014,1,11,Agg Assault - Domest,1
2014,1,11,Aggravated Assault (,1
2014,1,11,Armed Robbery,4
2014,1,11,Auto Theft,12
2014,1,11,Auto Theft Outside S,2
2014,1,11,Burglary - Non Resid,3
2014,1,11,Burglary - Residence,13
2014,1,11,Credit/Debit/ATM Car,2
2014,1,11,Disorderly Conduct,3
2014,1,11,Driving Under Influe,3
2014,1,11,Forged Checks,3
2014,1,11,Forgery,2
2014,1,11,Fraud/Confidence Gam,3
2014,1,11,Impersonation,1
2014,1,11,Intimidation,2
2014,1,11,Misc Violation,3
2014,1,11,Non Agg Assault Dome,9
2014,1,11,Non Aggravated Assau,4
2014,1,11,Possession of Drug E,3
2014,1,11,Possession/Sale/Dist,7
2014,1,11,Property Damage,10
2014,1,11,Resisting an Officer,4
2014,1,11,Sex Off Indecent Con,1
2014,1,11,Stealing All Other,5
2014,1,11,Stealing Auto Parts/,5
2014,1,11,Stealing From Auto,10
2014,1,11,Stealing Shoplifting,5
2014,1,11,Stealing from Buildi,12
2014,1,11,Stolen Property OFFE,1
2014,1,11,Strong Arm Robbery,3
2014,1,11,Trespassing,2
2014,1,11,Violation Full Order,2
2014,1,11,Weapons Law Violatio,1
2014,1,11,Wire Fraud,1
2014,1,12,Agg Assault - Domest,6
2014,1,12,Aggravated Assault (,9
2014,1,12,Armed Robbery,2
2014,1,12,Arson,2
2014,1,12,Attempt Suicide by S,1
2014,1,12,Auto Theft,12
2014,1,12,Auto Theft Outside S,2
2014,1,12,Burglary - Non Resid,2
2014,1,12,Burglary - Residence,7
2014,1,12,Disorderly Conduct,2
2014,1,12,Driving Under Influe,1
2014,1,12,Fraud/Confidence Gam,1
2014,1,12,Intimidation,2
2014,1,12,Misc Violation,4
2014,1,12,Non Agg Assault Dome,8
2014,1,12,Non Aggravated Assau,3
2014,1,12,Possession of Drug E,4
2014,1,12,Possession/Sale/Dist,5
2014,1,12,Property Damage,17
2014,1,12,Rape,2
2014,1,12,Resisting an Officer,1
2014,1,12,Sex Off Fondle - mol,1
2014,1,12,Sex Off Misconduct,1
2014,1,12,Sex Offense -others,1
2014,1,12,Stealing All Other,3
2014,1,12,Stealing Auto Parts/,4
2014,1,12,Stealing From Auto,11
2014,1,12,Stealing Shoplifting,6
2014,1,12,Stealing from Buildi,4
2014,1,12,Stolen Property OFFE,2
2014,1,12,Trespassing,3
2014,1,12,Violation Ex Parte O,1
2014,1,12,Violation Full Order,1
2014,1,13,Agg Assault - Domest,2
2014,1,13,Agg Assault - Drive-,1
2014,1,13,Aggravated Assault (,7
2014,1,13,Armed Robbery,1
2014,1,13,Auto Theft,23
2014,1,13,Auto Theft Outside S,1
2014,1,13,Burglary - Non Resid,7
2014,1,13,Burglary - Residence,23
2014,1,13,Counterfeiting,1
2014,1,13,Credit/Debit/ATM Car,2
2014,1,13,Dead Body,1
2014,1,13,Driving Under Influe,1
2014,1,13,Embezzlement,2
2014,1,13,Family Offense,1
2014,1,13,Forged Checks,2
2014,1,13,Forgery,1
2014,1,13,HOMICIDE/Non Neglige,1
2014,1,13,Impersonation,3
2014,1,13,Intimidation,1
2014,1,13,Misc Violation,7
2014,1,13,Non Agg Assault Dome,12
2014,1,13,Non Aggravated Assau,6
2014,1,13,Possession of Drug E,6
2014,1,13,Possession/Sale/Dist,13
2014,1,13,Property Damage,21
2014,1,13,Sex Off Fondle - mol,2
2014,1,13,Stealing All Other,12
2014,1,13,Stealing Auto Parts/,6
2014,1,13,Stealing From Auto,18
2014,1,13,Stealing Pickpocket,1
2014,1,13,Stealing Shoplifting,13
2014,1,13,Stealing from Buildi,12
2014,1,13,Stolen Property OFFE,2
2014,1,13,Trespassing,2
2014,1,13,Wire Fraud,1
2014,1,14,Agg Assault - Domest,5
2014,1,14,Aggravated Assault (,2
2014,1,14,Armed Robbery,2
2014,1,14,Arson,2
2014,1,14,Auto Theft,12
2014,1,14,Auto Theft Outside S,1
2014,1,14,Burglary - Non Resid,3
2014,1,14,Burglary - Residence,20
2014,1,14,Credit/Debit/ATM Car,1
2014,1,14,Driving Under Influe,1
2014,1,14,Embezzlement,1
2014,1,14,Family Offense,1
2014,1,14,Forged Checks,1
2014,1,14,Forgery,1
2014,1,14,Fraud/Confidence Gam,2
2014,1,14,HOMICIDE/Non Neglige,1
2014,1,14,Impersonation,1
2014,1,14,Intimidation,1
2014,1,14,Loitering,1
2014,1,14,Misc Violation,6
2014,1,14,Non Agg Assault Dome,14
2014,1,14,Non Aggravated Assau,6
2014,1,14,Possession of Drug E,3
2014,1,14,Possession/Sale/Dist,9
2014,1,14,Promoting Prostituti,1
2014,1,14,Property Damage,19
2014,1,14,Prostitution/Patroni,1
2014,1,14,Resisting an Officer,2
2014,1,14,Stealing All Other,6
2014,1,14,Stealing Auto Parts/,6
2014,1,14,Stealing From Auto,5
2014,1,14,Stealing Shoplifting,2
2014,1,14,Stealing from Buildi,7
2014,1,14,Stolen Property OFFE,1
2014,1,14,Strong Arm Robbery,3
2014,1,14,Trespassing,4
2014,1,14,Weapons Law Violatio,2
2014,1,14,Wire Fraud,2
2014,1,15,Agg Assault - Domest,3
2014,1,15,Aggravated Assault (,3
2014,1,15,Attempt Suicide by C,1
2014,1,15,Attempt Suicide by S,1
2014,1,15,Auto Theft,13
2014,1,15,Auto Theft Outside S,1
2014,1,15,Burglary - Non Resid,2
2014,1,15,Burglary - Residence,15
2014,1,15,Credit/Debit/ATM Car,3
2014,1,15,Disorderly Conduct,1
2014,1,15,Forged Checks,5
2014,1,15,Forgery,2
2014,1,15,Fraud/Confidence Gam,5
2014,1,15,Impersonation,2
2014,1,15,Intimidation,1
2014,1,15,Kidnapping/Abduction,1
2014,1,15,Misc Violation,13
2014,1,15,Non Agg Assault Dome,7
2014,1,15,Non Aggravated Assau,6
2014,1,15,Pornography,1
2014,1,15,Possession of Drug E,2
2014,1,15,Possession/Sale/Dist,6
2014,1,15,Property Damage,19
2014,1,15,Resisting an Officer,1
2014,1,15,Sex Off Indecent Exp,1
2014,1,15,Stealing All Other,5
2014,1,15,Stealing Auto Parts/,8
2014,1,15,Stealing From Auto,8
2014,1,15,Stealing Pickpocket,1
2014,1,15,Stealing Shoplifting,13
2014,1,15,Stealing from Buildi,13
2014,1,15,Stolen Property OFFE,1
2014,1,15,Trespassing,2
2014,1,15,Weapons Law Violatio,1
2014,1,16,Agg Assault - Domest,4
2014,1,16,Agg Assault - Drive-,2
2014,1,16,Aggravated Assault (,2
2014,1,16,Armed Robbery,3
2014,1,16,Auto Theft,8
2014,1,16,Burglary - Non Resid,3
2014,1,16,Burglary - Residence,29
2014,1,16,Credit/Debit/ATM Car,1
2014,1,16,Disorderly Conduct,1
2014,1,16,Driving Under Influe,2
2014,1,16,Embezzlement,1
2014,1,16,Forcible Fondling,1
2014,1,16,Forged Checks,1
2014,1,16,Forgery,2
2014,1,16,Fraud/Confidence Gam,3
2014,1,16,Impersonation,1
2014,1,16,Intimidation,3
2014,1,16,Misc Violation,15
2014,1,16,Non Agg Assault Dome,7
2014,1,16,Non Aggravated Assau,5
2014,1,16,Possession of Drug E,2
2014,1,16,Possession/Sale/Dist,4
2014,1,16,Property Damage,23
2014,1,16,Resisting an Officer,2
2014,1,16,Sex Off Fondle - mol,1
2014,1,16,Sex Offense -others,1
2014,1,16,Stealing All Other,7
2014,1,16,Stealing Auto Parts/,4
2014,1,16,Stealing Bicycles,1
2014,1,16,Stealing From Auto,7
2014,1,16,Stealing Shoplifting,14
2014,1,16,Stealing from Buildi,9
2014,1,16,Stolen Property OFFE,1
2014,1,16,Trespassing,4
2014,1,16,Violation Ex Parte O,1
2014,1,16,Violation Full Order,2
2014,1,16,Weapons Law Violatio,3
2014,1,16,Wire Fraud,1
2014,1,17,Agg Assault - Domest,1
2014,1,17,Aggravated Assault (,5
2014,1,17,Arson,1
2014,1,17,Auto Theft,8
2014,1,17,Auto Theft Outside S,3
2014,1,17,Burglary - Non Resid,1
2014,1,17,Burglary - Residence,17
2014,1,17,Family Offense,1
2014,1,17,Forcible Fondling,1
2014,1,17,Forcible Sodomy,3
2014,1,17,Forgery,1
2014,1,17,Fraud/Confidence Gam,2
2014,1,17,Impersonation,1
2014,1,17,Intimidation,1
2014,1,17,Liquor Law Violaton,1
2014,1,17,Misc Violation,7
2014,1,17,Non Agg Assault Dome,9
2014,1,17,Non Aggravated Assau,8
2014,1,17,Possession/Sale/Dist,7
2014,1,17,Property Damage,16
2014,1,17,Rape,1
2014,1,17,Sex Off Fondle - mol,1
2014,1,17,Stealing All Other,6
2014,1,17,Stealing Auto Parts/,14
2014,1,17,Stealing From Auto,4
2014,1,17,Stealing Shoplifting,7
2014,1,17,Stealing from Buildi,12
2014,1,17,Stolen Property OFFE,1
2014,1,17,Strong Arm Robbery,1
2014,1,17,Trespassing,3
2014,1,17,Weapons Law Violatio,1
2014,1,18,Agg Assault - Domest,1
2014,1,18,Aggravated Assault (,3
2014,1,18,Armed Robbery,3
2014,1,18,Arson,1
2014,1,18,Attempt Suicide by C,1
2014,1,18,Auto Theft,16
2014,1,18,Auto Theft Outside S,1
2014,1,18,Burglary - Non Resid,2
2014,1,18,Burglary - Residence,10
2014,1,18,Credit/Debit/ATM Car,2
2014,1,18,Disorderly Conduct,2
2014,1,18,Driving Under Influe,2
2014,1,18,Family Offense,1
2014,1,18,Forcible Sodomy,1
2014,1,18,Forgery,1
2014,1,18,Fraud/Confidence Gam,1
2014,1,18,Misc Violation,8
2014,1,18,Non Agg Assault Dome,6
2014,1,18,Non Aggravated Assau,10
2014,1,18,Possession of Drug E,1
2014,1,18,Possession/Sale/Dist,5
2014,1,18,Property Damage,11
2014,1,18,Resisting an Officer,2
2014,1,18,Sex Off Indecent Exp,1
2014,1,18,Stealing All Other,8
2014,1,18,Stealing Auto Parts/,9
2014,1,18,Stealing Bicycles,1
2014,1,18,Stealing From Auto,15
2014,1,18,Stealing Pickpocket,1
2014,1,18,Stealing Shoplifting,6
2014,1,18,Stealing from Buildi,4
2014,1,18,Strong Arm Robbery,2
2014,1,18,Trespassing,2
2014,1,18,Violation Ex Parte O,1
2014,1,18,Weapons Law Violatio,3
2014,1,18,interuption of servi,1
2014,1,19,Aggravated Assault (,2
2014,1,19,Armed Robbery,3
2014,1,19,Arson,2
2014,1,19,Auto Theft,13
2014,1,19,Auto Theft Outside S,1
2014,1,19,Bomb Threat/Intimida,1
2014,1,19,Burglary - Non Resid,1
2014,1,19,Burglary - Residence,9
2014,1,19,Disorderly Conduct,2
2014,1,19,Driving Under Influe,4
2014,1,19,Forcible Sodomy,1
2014,1,19,Forged Checks,1
2014,1,19,Intimidation,2
2014,1,19,Misc Violation,3
2014,1,19,Non Agg Assault Dome,14
2014,1,19,Non Aggravated Assau,8
2014,1,19,Possession of Drug E,4
2014,1,19,Possession/Sale/Dist,7
2014,1,19,Property Damage,16
2014,1,19,Prostitution/Patroni,1
2014,1,19,Resisting an Officer,3
2014,1,19,Sex Off Indecent Con,1
2014,1,19,Stealing All Other,1
2014,1,19,Stealing Auto Parts/,3
2014,1,19,Stealing From Auto,10
2014,1,19,Stealing Shoplifting,5
2014,1,19,Stealing from Buildi,6
2014,1,19,Strong Arm Robbery,1
2014,1,19,Trespassing,4
2014,1,19,Violation Ex Parte O,1
2014,1,20,Agg Assault - Domest,4
2014,1,20,Aggravated Assault (,5
2014,1,20,Armed Robbery,2
2014,1,20,Attempt Suicide by H,1
2014,1,20,Auto Theft,12
2014,1,20,Auto Theft Outside S,1
2014,1,20,Burglary - Non Resid,5
2014,1,20,Burglary - Residence,8
2014,1,20,Credit/Debit/ATM Car,1
2014,1,20,Disorderly Conduct,1
2014,1,20,Driving Under Influe,5
2014,1,20,Forcible Sodomy,1
2014,1,20,Forgery,1
2014,1,20,Fraud/Confidence Gam,1
2014,1,20,Impersonation,1
2014,1,20,Intimidation,1
2014,1,20,Kidnapping/Abduction,1
2014,1,20,Misc Violation,9
2014,1,20,Non Agg Assault Dome,10
2014,1,20,Non Aggravated Assau,10
2014,1,20,Possession of Drug E,4
2014,1,20,Possession/Sale/Dist,10
2014,1,20,Property Damage,17
2014,1,20,Rape,1
2014,1,20,Resisting an Officer,1
2014,1,20,Sex Off Fondle - mol,1
2014,1,20,Stealing All Other,8
2014,1,20,Stealing Auto Parts/,10
2014,1,20,Stealing Coin Operat,2
2014,1,20,Stealing From Auto,4
2014,1,20,Stealing Shoplifting,14
2014,1,20,Stealing from Buildi,7
2014,1,20,Strong Arm Robbery,3
2014,1,20,Trespassing,5
2014,1,20,Violation Ex Parte O,1
2014,1,20,Violation Full Order,1
2014,1,20,Weapons Law Violatio,1
2014,1,20,Wire Fraud,2
2014,1,21,Agg Assault - Domest,2
2014,1,21,Armed Robbery,1
2014,1,21,Arson,1
2014,1,21,Attempt Suicide by C,1
2014,1,21,Auto Theft,7
2014,1,21,Auto Theft Outside S,2
2014,1,21,Burglary - Non Resid,1
2014,1,21,Burglary - Residence,11
2014,1,21,Credit/Debit/ATM Car,2
2014,1,21,Driving Under Influe,2
2014,1,21,Embezzlement,1
2014,1,21,False Information to,1
2014,1,21,Forcible Sodomy,1
2014,1,21,Forged Checks,1
2014,1,21,Forgery,1
2014,1,21,Fraud/Confidence Gam,1
2014,1,21,Intimidation,1
2014,1,21,Misc Violation,8
2014,1,21,Non Agg Assault Dome,5
2014,1,21,Non Aggravated Assau,3
2014,1,21,Possession of Drug E,1
2014,1,21,Possession/Sale/Dist,5
2014,1,21,Property Damage,8
2014,1,21,Rape,3
2014,1,21,Resisting an Officer,2
2014,1,21,Stealing All Other,7
2014,1,21,Stealing Auto Parts/,11
2014,1,21,Stealing From Auto,4
2014,1,21,Stealing Shoplifting,4
2014,1,21,Stealing from Buildi,7
2014,1,21,Stolen Property OFFE,2
2014,1,21,Trespassing,3
2014,1,21,Weapons Law Violatio,1
2014,1,21,Wire Fraud,1
2014,1,22,Agg Assault - Domest,3
2014,1,22,Aggravated Assault (,3
2014,1,22,Armed Robbery,1
2014,1,22,Auto Theft,9
2014,1,22,Auto Theft Outside S,1
2014,1,22,Burglary - Non Resid,4
2014,1,22,Burglary - Residence,20
2014,1,22,Disorderly Conduct,1
2014,1,22,Driving Under Influe,1
2014,1,22,Family Offense,2
2014,1,22,Forgery,1
2014,1,22,Fraud/Confidence Gam,2
2014,1,22,Impersonation,1
2014,1,22,Intimidation,1
2014,1,22,Misc Violation,12
2014,1,22,Non Agg Assault Dome,8
2014,1,22,Non Aggravated Assau,5
2014,1,22,Possession of Drug E,3
2014,1,22,Possession/Sale/Dist,9
2014,1,22,Property Damage,7
2014,1,22,Prostitution/Patroni,7
2014,1,22,Resisting an Officer,1
2014,1,22,Sex Off Fondle - mol,2
2014,1,22,Statutory Rape,1
2014,1,22,Stealing All Other,8
2014,1,22,Stealing Auto Parts/,13
2014,1,22,Stealing From Auto,13
2014,1,22,Stealing Shoplifting,6
2014,1,22,Stealing from Buildi,7
2014,1,22,Trespassing,1
2014,1,22,Violation Full Order,1
2014,1,22,Weapons Law Violatio,2
2014,1,22,Wire Fraud,1
2014,1,23,Agg Assault - Domest,1
2014,1,23,Aggravated Assault (,4
2014,1,23,Armed Robbery,1
2014,1,23,Attempt Suicide by C,1
2014,1,23,Auto Theft,10
2014,1,23,Auto Theft Outside S,1
2014,1,23,Bomb Threat/Intimida,1
2014,1,23,Burglary - Non Resid,5
2014,1,23,Burglary - Residence,13
2014,1,23,Credit/Debit/ATM Car,1
2014,1,23,Disorderly Conduct,2
2014,1,23,Driving Under Influe,1
2014,1,23,Embezzlement,1
2014,1,23,Failure to Return,1
2014,1,23,Forcible Sodomy,1
2014,1,23,Forgery,2
2014,1,23,Fraud/Confidence Gam,3
2014,1,23,Impersonation,4
2014,1,23,Misc Violation,12
2014,1,23,Non Agg Assault Dome,9
2014,1,23,Non Aggravated Assau,3
2014,1,23,Possession of Drug E,4
2014,1,23,Possession/Sale/Dist,2
2014,1,23,Property Damage,6
2014,1,23,Rape,1
2014,1,23,Resisting an Officer,2
2014,1,23,Stealing All Other,8
