year,month,day,description,count
2016,1,7,Strong Arm Robbery,2
2016,1,7,Trespassing,3
2016,1,7,Violation Ex Parte O,1
2016,1,7,Violation Full Order,1
2016,1,7,Weapons Law Violatio,4
2016,1,8,Agg Assault - Domest,6
2016,1,8,Aggravated Assault (,3
2016,1,8,Armed Robbery,4
2016,1,8,Arson,4
2016,1,8,Auto Theft,9
2016,1,8,Auto Theft Outside S,1
2016,1,8,Burglary - Non Resid,2
2016,1,8,Burglary - Residence,14
2016,1,8,Credit/Debit/ATM Car,2
2016,1,8,Disorderly Conduct,2
2016,1,8,Driving Under Influe,3
2016,1,8,Forged Checks,1
2016,1,8,Fraud/Confidence Gam,2
2016,1,8,HOMICIDE/Non Neglige,1
2016,1,8,Hit and Run of a Per,1
2016,1,8,Identity Theft,3
2016,1,8,Liquor Law Violaton,1
2016,1,8,Misc Violation,8
2016,1,8,Non Agg Assault Dome,8
2016,1,8,Non Aggravated Assau,8
2016,1,8,Possession of Drug E,3
2016,1,8,Possession/Sale/Dist,6
2016,1,8,Property Damage,3
2016,1,8,Resisting an Officer,1
2016,1,8,Stealing All Other,8
2016,1,8,Stealing Auto Parts/,7
2016,1,8,Stealing From Auto,7
2016,1,8,Stealing Shoplifting,4
2016,1,8,Stealing from Buildi,11
2016,1,8,Stolen Property OFFE,2
2016,1,8,Strong Arm Robbery,1
2016,1,8,Suicide By Sleeping,1
2016,1,8,Trespassing,3
2016,1,8,Violation Full Order,3
2016,1,8,Weapons Law Violatio,3
2016,1,9,Agg Assault - Domest,3
2016,1,9,Agg Assault - Drive-,1
2016,1,9,Aggravated Assault (,3
2016,1,9,Armed Robbery,5
2016,1,9,Arson,2
2016,1,9,Auto Theft,8
2016,1,9,Auto Theft Outside S,1
2016,1,9,Burglary - Non Resid,3
2016,1,9,Burglary - Residence,14
2016,1,9,Counterfeiting,1
2016,1,9,Credit/Debit/ATM Car,2
2016,1,9,Driving Under Influe,4
2016,1,9,False Information to,1
2016,1,9,Forged Checks,1
2016,1,9,HOMICIDE/Non Neglige,1
2016,1,9,Hacking/Computer Inv,1
2016,1,9,Identity Theft,2
2016,1,9,Intimidation,2
2016,1,9,Liquor Law Violaton,1
2016,1,9,Misc Violation,4
2016,1,9,Non Agg Assault Dome,11
2016,1,9,Non Aggravated Assau,9
2016,1,9,Possession of Drug E,4
2016,1,9,Possession/Sale/Dist,7
2016,1,9,Property Damage,9
2016,1,9,Rape,1
2016,1,9,Resisting an Officer,1
2016,1,9,Stealing All Other,7
2016,1,9,Stealing Auto Parts/,5
2016,1,9,Stealing From Auto,12
2016,1,9,Stealing Shoplifting,3
2016,1,9,Stealing from Buildi,3
2016,1,9,Stolen Property OFFE,1
2016,1,9,Strong Arm Robbery,1
2016,1,9,Trespassing,1
2016,1,9,Weapons Law Violatio,1
2016,1,10,Agg Assault - Domest,3
2016,1,10,Agg Assault - Drive-,1
2016,1,10,Aggravated Assault (,3
2016,1,10,Armed Robbery,4
2016,1,10,Arson,1
2016,1,10,Auto Theft,7
2016,1,10,Burglary - Non Resid,1
2016,1,10,Burglary - Residence,8
2016,1,10,Credit/Debit/ATM Car,2
2016,1,10,Disorderly Conduct,1
2016,1,10,Family Offense,1
2016,1,10,Forcible Sodomy,1
2016,1,10,Fraud/Confidence Gam,2
2016,1,10,HOMICIDE/Non Neglige,1
2016,1,10,Intimidation,1
2016,1,10,Misc Violation,5
2016,1,10,Non Agg Assault Dome,16
2016,1,10,Non Aggravated Assau,8
2016,1,10,Possession of Drug E,4
2016,1,10,Possession/Sale/Dist,8
2016,1,10,Property Damage,11
2016,1,10,Resisting an Officer,1
2016,1,10,Stealing All Other,5
2016,1,10,Stealing Auto Parts/,2
2016,1,10,Stealing Bicycles,1
2016,1,10,Stealing From Auto,10
2016,1,10,Stealing Pickpocket,1
2016,1,10,Stealing Shoplifting,6
2016,1,10,Stealing from Buildi,2
2016,1,10,Trespassing,5
2016,1,10,Weapons Law Violatio,1
2016,1,11,Agg Assault - Domest,3
2016,1,11,Aggravated Assault (,7
2016,1,11,Armed Robbery,3
2016,1,11,Auto Theft,18
2016,1,11,Auto Theft Outside S,2
2016,1,11,Bomb Threat/Intimida,1
2016,1,11,Burglary - Residence,11
2016,1,11,Credit/Debit/ATM Car,2
2016,1,11,Driving Under Influe,4
2016,1,11,Failure to Return,1
2016,1,11,False Information to,2
2016,1,11,Forcible Sodomy,1
2016,1,11,Fraud/Confidence Gam,3
2016,1,11,Identity Theft,1
2016,1,11,Impersonation - NOT,1
2016,1,11,Misc Violation,12
2016,1,11,Non Agg Assault Dome,17
2016,1,11,Non Aggravated Assau,4
2016,1,11,Possession of Drug E,4
2016,1,11,Possession/Sale/Dist,7
2016,1,11,Property Damage,15
2016,1,11,Sex Offense -others,1
2016,1,11,Stealing All Other,7
2016,1,11,Stealing Auto Parts/,7
2016,1,11,Stealing From Auto,7
2016,1,11,Stealing Shoplifting,5
2016,1,11,Stealing from Buildi,6
2016,1,11,Stolen Property OFFE,1
2016,1,11,Trespassing,2
2016,1,11,Violation Ex Parte O,2
2016,1,11,Weapons Law Violatio,1
2016,1,12,Agg Assault - Domest,3
2016,1,12,Aggravated Assault (,6
2016,1,12,Armed Robbery,4
2016,1,12,Auto Theft,11
2016,1,12,Auto Theft Outside S,1
2016,1,12,Burglary - Non Resid,2
2016,1,12,Burglary - Residence,16
2016,1,12,Credit/Debit/ATM Car,3
2016,1,12,Disorderly Conduct,2
2016,1,12,Driving Under Influe,1
2016,1,12,Embezzlement,2
2016,1,12,Forged Checks,2
2016,1,12,Fraud/Confidence Gam,1
2016,1,12,Identity Theft,3
2016,1,12,Intimidation,1
2016,1,12,Misc Violation,5
2016,1,12,Non Agg Assault Dome,8
2016,1,12,Non Aggravated Assau,9
2016,1,12,Passing Bad Checks,1
2016,1,12,Possession of Drug E,3
2016,1,12,Possession/Sale/Dist,12
2016,1,12,Property Damage,8
2016,1,12,Resisting an Officer,1
2016,1,12,Sex Off Indecent Con,1
2016,1,12,Stealing All Other,3
2016,1,12,Stealing Auto Parts/,6
2016,1,12,Stealing From Auto,9
2016,1,12,Stealing Pickpocket,1
2016,1,12,Stealing Purse Snatc,1
2016,1,12,Stealing Shoplifting,7
2016,1,12,Stealing from Buildi,11
2016,1,12,Stolen Property OFFE,2
2016,1,12,Strong Arm Robbery,4
2016,1,12,Violation Full Order,1
2016,1,12,Weapons Law Violatio,2
2016,1,12,Wire Fraud,1
2016,1,13,Agg Assault - Domest,3
2016,1,13,Agg Assault - Drive-,1
2016,1,13,Aggravated Assault (,4
2016,1,13,Armed Robbery,2
2016,1,13,Arson,1
2016,1,13,Auto Theft,15
2016,1,13,Auto Theft Outside S,2
2016,1,13,Burglary - Non Resid,6
2016,1,13,Burglary - Residence,12
2016,1,13,Credit/Debit/ATM Car,1
2016,1,13,Disorderly Conduct,1
2016,1,13,Forcible Sodomy,2
2016,1,13,Forgery,3
2016,1,13,Fraud/Confidence Gam,3
2016,1,13,Identity Theft,1
2016,1,13,Intimidation,3
2016,1,13,Liquor Law Violaton,1
2016,1,13,Misc Violation,13
2016,1,13,Non Agg Assault Dome,7
2016,1,13,Non Aggravated Assau,8
2016,1,13,Possession of Drug E,3
2016,1,13,Possession/Sale/Dist,3
2016,1,13,Property Damage,11
2016,1,13,Resisting an Officer,2
2016,1,13,Sex Off Fondle - mol,1
2016,1,13,Stealing All Other,3
2016,1,13,Stealing Auto Parts/,5
2016,1,13,Stealing From Auto,7
2016,1,13,Stealing Shoplifting,9
2016,1,13,Stealing from Buildi,5
2016,1,13,Stolen Property OFFE,2
2016,1,13,Strong Arm Robbery,2
2016,1,13,Suicide by Other Mea,1
2016,1,13,Violation Ex Parte O,2
2016,1,13,Violation Full Order,1
2016,1,13,Weapons Law Violatio,2
2016,1,14,Agg Assault - Domest,1
2016,1,14,Agg Assault - Drive-,1
2016,1,14,Aggravated Assault (,1
2016,1,14,Armed Robbery,5
2016,1,14,Arson,1
2016,1,14,Attempt Suicide by S,1
2016,1,14,Auto Theft,7
2016,1,14,Auto Theft Outside S,2
2016,1,14,Burglary - Non Resid,2
2016,1,14,Burglary - Residence,13
2016,1,14,Credit/Debit/ATM Car,2
2016,1,14,Disorderly Conduct,1
2016,1,14,Driving Under Influe,3
2016,1,14,Embezzlement,1
2016,1,14,Identity Theft,4
2016,1,14,Intimidation,2
2016,1,14,Misc Violation,11
2016,1,14,Non Agg Assault Dome,9
2016,1,14,Non Aggravated Assau,4
2016,1,14,Possession of Drug E,5
2016,1,14,Possession/Sale/Dist,14
2016,1,14,Property Damage,10
2016,1,14,Rape,1
2016,1,14,Resisting an Officer,1
2016,1,14,Stealing All Other,7
2016,1,14,Stealing Auto Parts/,6
2016,1,14,Stealing From Auto,4
2016,1,14,Stealing Shoplifting,14
2016,1,14,Stealing from Buildi,6
2016,1,14,Stolen Property OFFE,1
2016,1,14,Strong Arm Robbery,2
2016,1,14,Trespassing,2
2016,1,14,Violation Ex Parte O,1
2016,1,14,Violation Full Order,1
2016,1,14,Weapons Law Violatio,5
2016,1,15,Agg Assault - Domest,3
2016,1,15,Aggravated Assault (,4
2016,1,15,Armed Robbery,4
2016,1,15,Arson,1
2016,1,15,Attempt Suicide by O,1
2016,1,15,Auto Theft,24
2016,1,15,Burglary - Non Resid,3
2016,1,15,Burglary - Residence,14
2016,1,15,Credit/Debit/ATM Car,1
2016,1,15,Dead Body,1
2016,1,15,Disorderly Conduct,3
2016,1,15,Embezzlement,1
2016,1,15,Family Offense,1
2016,1,15,Forcible Sodomy,1
2016,1,15,Forged Checks,1
2016,1,15,Fraud/Confidence Gam,2
2016,1,15,Identity Theft,5
2016,1,15,Intimidation,2
2016,1,15,Misc Violation,7
2016,1,15,Non Agg Assault Dome,10
2016,1,15,Non Aggravated Assau,8
2016,1,15,Possession of Drug E,2
2016,1,15,Possession/Sale/Dist,5
2016,1,15,Property Damage,16
2016,1,15,Rape,1
2016,1,15,Stealing All Other,7
2016,1,15,Stealing Auto Parts/,11
2016,1,15,Stealing From Auto,13
2016,1,15,Stealing Pickpocket,1
2016,1,15,Stealing Shoplifting,11
2016,1,15,Stealing from Buildi,3
2016,1,15,Strong Arm Robbery,1
2016,1,15,Trespassing,3
2016,1,15,Violation Ex Parte O,2
2016,1,15,Weapons Law Violatio,2
2016,1,16,Agg Assault - Domest,2
2016,1,16,Agg Assault - Drive-,1
2016,1,16,Aggravated Assault (,5
2016,1,16,Armed Robbery,4
2016,1,16,Attempt Suicide by S,1
2016,1,16,Auto Theft,6
2016,1,16,Auto Theft Outside S,1
2016,1,16,Burglary - Residence,6
2016,1,16,Disorderly Conduct,1
2016,1,16,Driving Under Influe,5
2016,1,16,False Information to,1
2016,1,16,Identity Theft,2
2016,1,16,Intimidation,4
2016,1,16,Misc Violation,6
2016,1,16,Non Agg Assault Dome,10
2016,1,16,Non Aggravated Assau,7
2016,1,16,Possession of Drug E,4
2016,1,16,Possession/Sale/Dist,4
2016,1,16,Property Damage,9
2016,1,16,Resisting an Officer,3
2016,1,16,Stealing All Other,2
2016,1,16,Stealing Auto Parts/,5
2016,1,16,Stealing From Auto,8
2016,1,16,Stealing Pickpocket,1
2016,1,16,Stealing Shoplifting,7
2016,1,16,Stealing from Buildi,7
2016,1,16,Stolen Property OFFE,1
2016,1,16,Trespassing,2
2016,1,16,Violation Ex Parte O,1
2016,1,16,Weapons Law Violatio,1
2016,1,17,Agg Assault - Domest,1
2016,1,17,Agg Assault - Drive-,1
2016,1,17,Aggravated Assault (,2
2016,1,17,Armed Robbery,2
2016,1,17,Auto Theft,11
2016,1,17,Burglary - Residence,7
2016,1,17,Credit/Debit/ATM Car,2
2016,1,17,Disorderly Conduct,1
2016,1,17,Driving Under Influe,1
2016,1,17,False Information to,1
2016,1,17,Forgery,1
2016,1,17,Fraud/Confidence Gam,1
2016,1,17,Misc Violation,3
2016,1,17,Non Agg Assault Dome,11
2016,1,17,Non Aggravated Assau,4
2016,1,17,Possession of Drug E,5
2016,1,17,Possession/Sale/Dist,7
2016,1,17,Property Damage,9
2016,1,17,Rape,1
2016,1,17,Resisting an Officer,3
2016,1,17,Sex Off Misconduct,1
2016,1,17,Stealing All Other,2
2016,1,17,Stealing Auto Parts/,3
2016,1,17,Stealing From Auto,6
2016,1,17,Stealing Shoplifting,3
2016,1,17,Stealing from Buildi,5
2016,1,17,Stolen Property OFFE,1
2016,1,17,Trespassing,3
2016,1,17,Violation Ex Parte O,1
2016,1,17,Weapons Law Violatio,3
2016,1,17,Wire Fraud,2
2016,1,18,Agg Assault - Domest,1
2016,1,18,Aggravated Assault (,5
2016,1,18,Armed Robbery,6
2016,1,18,Auto Theft,12
2016,1,18,Auto Theft Outside S,3
2016,1,18,Burglary - Non Resid,1
2016,1,18,Burglary - Residence,7
2016,1,18,Credit/Debit/ATM Car,1
2016,1,18,Driving Under Influe,1
2016,1,18,Family Disturbance,1
2016,1,18,Forged Checks,2
2016,1,18,Fraud/Confidence Gam,3
2016,1,18,Identity Theft,1
2016,1,18,Intimidation,2
2016,1,18,Misc Violation,2
2016,1,18,Missing/Runaway Juve,1
2016,1,18,Non Agg Assault Dome,4
2016,1,18,Non Aggravated Assau,6
2016,1,18,Possession of Drug E,2
2016,1,18,Possession/Sale/Dist,10
2016,1,18,Property Damage,10
2016,1,18,Resisting an Officer,1
2016,1,18,Stealing All Other,6
2016,1,18,Stealing Auto Parts/,7
2016,1,18,Stealing From Auto,5
2016,1,18,Stealing Shoplifting,6
2016,1,18,Stealing from Buildi,12
2016,1,18,Stolen Property OFFE,2
2016,1,18,Violation Full Order,1
2016,1,18,Weapons Law Violatio,3
2016,1,18,Wire Fraud,1
2016,1,19,Agg Assault - Domest,2
2016,1,19,Aggravated Assault (,3
2016,1,19,Armed Robbery,6
2016,1,19,Auto Theft,13
2016,1,19,Auto Theft Outside S,1
2016,1,19,Burglary - Non Resid,4
2016,1,19,Burglary - Residence,6
2016,1,19,Credit/Debit/ATM Car,2
2016,1,19,Dead Body,1
2016,1,19,Failure to Return,1
2016,1,19,Forcible Sodomy,1
2016,1,19,Forged Checks,1
2016,1,19,Identity Theft,5
2016,1,19,Misc Violation,10
2016,1,19,Non Agg Assault Dome,10
2016,1,19,Non Aggravated Assau,5
2016,1,19,Possession of Drug E,3
2016,1,19,Possession/Sale/Dist,4
2016,1,19,Property Damage,2
2016,1,19,Prostitution/Patroni,2
2016,1,19,Rape,1
2016,1,19,Sex Off Fondle - mol,1
2016,1,19,Stealing All Other,2
2016,1,19,Stealing Auto Parts/,2
2016,1,19,Stealing From Auto,5
2016,1,19,Stealing Shoplifting,3
2016,1,19,Stealing from Buildi,7
2016,1,19,Strong Arm Robbery,1
2016,1,19,Trespassing,5
2016,1,19,Violation Full Order,2
2016,1,19,Weapons Law Violatio,1
2016,1,20,Agg Assault - Domest,1
2016,1,20,Aggravated Assault (,3
2016,1,20,Armed Robbery,4
2016,1,20,Auto Theft,12
2016,1,20,Auto Theft Outside S,1
2016,1,20,Burglary - Non Resid,5
2016,1,20,Burglary - Residence,7
2016,1,20,Credit/Debit/ATM Car,3
2016,1,20,Embezzlement,1
2016,1,20,Family Offense,3
2016,1,20,Forged Checks,1
2016,1,20,Forgery,1
2016,1,20,Fraud/Confidence Gam,1
2016,1,20,Identity Theft,2
2016,1,20,Intimidation,1
2016,1,20,Misc Violation,8
2016,1,20,Non Agg Assault Dome,13
2016,1,20,Non Aggravated Assau,5
2016,1,20,Possession of Drug E,2
2016,1,20,Possession/Sale/Dist,7
2016,1,20,Property Damage,8
2016,1,20,Prostitution/Patroni,3
2016,1,20,Rape,1
2016,1,20,Sex Off Fondle - mol,2
2016,1,20,Sex Off Misconduct,1
2016,1,20,Stealing All Other,2
2016,1,20,Stealing Auto Parts/,8
2016,1,20,Stealing From Auto,4
2016,1,20,Stealing Shoplifting,6
2016,1,20,Stealing from Buildi,3
2016,1,20,Suicide By Cutting,1
2016,1,20,Trespassing,2
2016,1,20,Violation Full Order,1
2016,1,20,Weapons Law Violatio,2
2016,1,20,Wire Fraud,1
2016,1,21,Agg Assault - Domest,2
2016,1,21,Aggravated Assault (,3
2016,1,21,Armed Robbery,2
2016,1,21,Arson,1
2016,1,21,Auto Theft,14
2016,1,21,Auto Theft Outside S,1
2016,1,21,Burglary - Non Resid,3
2016,1,21,Burglary - Residence,6
2016,1,21,Credit/Debit/ATM Car,2
2016,1,21,Disorderly Conduct,2
2016,1,21,Driving Under Influe,1
2016,1,21,Family Offense,1
2016,1,21,Forgery,1
2016,1,21,Fraud/Confidence Gam,2
2016,1,21,Identity Theft,1
2016,1,21,Misc Violation,7
2016,1,21,Non Agg Assault Dome,10
2016,1,21,Non Aggravated Assau,3
2016,1,21,Possession of Drug E,1
2016,1,21,Possession/Sale/Dist,6
2016,1,21,Property Damage,8
2016,1,21,Rape,1
2016,1,21,Resisting an Officer,3
2016,1,21,Sex Off Follow/Entic,1
2016,1,21,Sex Off Fondle - mol,1
2016,1,21,Stealing All Other,5
2016,1,21,Stealing Auto Parts/,5
2016,1,21,Stealing From Auto,8
2016,1,21,Stealing Shoplifting,9
2016,1,21,Stealing from Buildi,6
2016,1,21,Stolen Property OFFE,2
2016,1,21,Strong Arm Robbery,1
2016,1,21,Trespassing,2
2016,1,21,Violation Ex Parte O,3
2016,1,21,Violation Full Order,2
2016,1,21,Weapons Law Violatio,2
2016,1,22,Agg Assault - Domest,1
2016,1,22,Aggravated Assault (,2
2016,1,22,Armed Robbery,8
2016,1,22,Auto Theft,13
2016,1,22,Burglary - Non Resid,4
2016,1,22,Burglary - Residence,6
2016,1,22,Credit/Debit/ATM Car,1
2016,1,22,Disorderly Conduct,1
2016,1,22,Driving Under Influe,4
2016,1,22,Embezzlement,1
2016,1,22,Failure to Return,1
2016,1,22,Family Offense,1
2016,1,22,Forcible Sodomy,1
2016,1,22,Forged Checks,1
2016,1,22,Forgery,2
2016,1,22,Fraud/Confidence Gam,1
2016,1,22,HOMICIDE/Non Neglige,1
2016,1,22,Identity Theft,3
2016,1,22,Interference with Cu,1
2016,1,22,Intimidation,1
2016,1,22,Misc Violation,8
2016,1,22,Non Agg Assault Dome,2
2016,1,22,Non Aggravated Assau,4
2016,1,22,Pornography,1
2016,1,22,Possession of Drug E,3
2016,1,22,Possession/Sale/Dist,6
2016,1,22,Property Damage,7
2016,1,22,Resisting an Officer,1
2016,1,22,Stealing All Other,7
2016,1,22,Stealing Auto Parts/,1
2016,1,22,Stealing From Auto,5
2016,1,22,Stealing Shoplifting,3
2016,1,22,Stealing from Buildi,5
2016,1,22,Trespassing,1
2016,1,22,Violation Ex Parte O,4
2016,1,22,Violation Full Order,1
2016,1,22,Weapons Law Violatio,2
2016,1,22,forgery,1
2016,1,23,Aggravated Assault (,11
2016,1,23,Armed Robbery,7
2016,1,23,Auto Theft,12
2016,1,23,Auto Theft Outside S,1
2016,1,23,Burglary - Non Resid,1
2016,1,23,Burglary - Residence,9
2016,1,23,Driving Under Influe,2
2016,1,23,Embezzlement,2
2016,1,23,Forgery,1
2016,1,23,Fraud/Confidence Gam,3
