year,month,day,crime_type,count
2003,3,27,THEFT/LARCENY,3
2003,3,27,VEHICLE BREAK-IN/THEFT,1
2003,3,28,ASSAULT,3
2003,3,28,FRAUD,2
2003,3,28,THEFT/LARCENY,5
2003,3,28,VEHICLE BREAK-IN/THEFT,1
2003,3,29,BURGLARY,1
2003,3,29,FRAUD,2
2003,3,29,OTHER,1
2003,3,29,THEFT/LARCENY,6
2003,3,29,VEHICLE BREAK-IN/THEFT,2
2003,3,30,BURGLARY,2
2003,3,30,FRAUD,1
2003,3,30,MOTOR VEHICLE THEFT,1
2003,3,30,THEFT/LARCENY,6
2003,3,30,VANDALISM,1
2003,3,30,VEHICLE BREAK-IN/THEFT,1
2003,3,31,BURGLARY,3
2003,3,31,MOTOR VEHICLE THEFT,2
2003,3,31,THEFT/LARCENY,9
2003,3,31,VANDALISM,1
2003,3,31,VEHICLE BREAK-IN/THEFT,3
2003,4,1,ASSAULT,10
2003,4,1,BURGLARY,12
2003,4,1,FRAUD,8
2003,4,1,HOMICIDE,1
2003,4,1,MOTOR VEHICLE THEFT,6
2003,4,1,OTHER,11
2003,4,1,ROBBERY,3
2003,4,1,SEX CRIMES,6
2003,4,1,THEFT/LARCENY,22
2003,4,1,VANDALISM,10
2003,4,1,VEHICLE BREAK-IN/THEFT,9
2003,4,1,WEAPONS,1
2003,4,2,ARSON,1
2003,4,2,ASSAULT,22
2003,4,2,BURGLARY,17
2003,4,2,DRUGS/ALCOHOL VIOLATIONS,17
2003,4,2,FRAUD,7
2003,4,2,MOTOR VEHICLE THEFT,10
2003,4,2,OTHER,20
2003,4,2,ROBBERY,1
2003,4,2,SEX CRIMES,2
2003,4,2,THEFT/LARCENY,42
2003,4,2,VANDALISM,18
2003,4,2,VEHICLE BREAK-IN/THEFT,24
2003,4,2,WEAPONS,1
2003,4,3,ASSAULT,30
2003,4,3,BURGLARY,19
2003,4,3,DISTURBING THE PEACE,3
2003,4,3,DRUGS/ALCOHOL VIOLATIONS,24
2003,4,3,DUI,1
2003,4,3,FRAUD,6
2003,4,3,MOTOR VEHICLE THEFT,8
2003,4,3,OTHER,34
2003,4,3,ROBBERY,6
2003,4,3,SEX CRIMES,1
2003,4,3,THEFT/LARCENY,45
2003,4,3,VANDALISM,24
2003,4,3,VEHICLE BREAK-IN/THEFT,18
2003,4,3,WEAPONS,3
2003,4,4,ASSAULT,20
2003,4,4,BURGLARY,19
2003,4,4,DISTURBING THE PEACE,5
2003,4,4,DRUGS/ALCOHOL VIOLATIONS,35
2003,4,4,DUI,1
2003,4,4,FRAUD,2
2003,4,4,MOTOR VEHICLE THEFT,11
2003,4,4,OTHER,41
2003,4,4,ROBBERY,8
2003,4,4,THEFT/LARCENY,32
2003,4,4,VANDALISM,21
2003,4,4,VEHICLE BREAK-IN/THEFT,20
2003,4,4,WEAPONS,1
2003,4,5,ASSAULT,20
2003,4,5,BURGLARY,27
2003,4,5,DISTURBING THE PEACE,7
2003,4,5,DRUGS/ALCOHOL VIOLATIONS,23
2003,4,5,FRAUD,2
2003,4,5,MOTOR VEHICLE THEFT,7
2003,4,5,OTHER,25
2003,4,5,ROBBERY,3
2003,4,5,SEX CRIMES,1
2003,4,5,THEFT/LARCENY,33
2003,4,5,VANDALISM,30
2003,4,5,VEHICLE BREAK-IN/THEFT,20
2003,4,5,WEAPONS,1
2003,4,6,ASSAULT,21
2003,4,6,BURGLARY,15
2003,4,6,DISTURBING THE PEACE,3
2003,4,6,DRUGS/ALCOHOL VIOLATIONS,8
2003,4,6,FRAUD,3
2003,4,6,HOMICIDE,1
2003,4,6,MOTOR VEHICLE THEFT,5
2003,4,6,OTHER,16
2003,4,6,ROBBERY,6
2003,4,6,SEX CRIMES,2
2003,4,6,THEFT/LARCENY,24
2003,4,6,VANDALISM,17
2003,4,6,VEHICLE BREAK-IN/THEFT,27
2003,4,6,WEAPONS,1
2003,4,7,ASSAULT,16
2003,4,7,BURGLARY,20
2003,4,7,DISTURBING THE PEACE,1
2003,4,7,DRUGS/ALCOHOL VIOLATIONS,12
2003,4,7,DUI,1
2003,4,7,FRAUD,2
2003,4,7,MOTOR VEHICLE THEFT,14
2003,4,7,OTHER,23
2003,4,7,ROBBERY,1
2003,4,7,SEX CRIMES,2
2003,4,7,THEFT/LARCENY,19
2003,4,7,VANDALISM,23
2003,4,7,VEHICLE BREAK-IN/THEFT,8
2003,4,8,ASSAULT,19
2003,4,8,BURGLARY,12
2003,4,8,DISTURBING THE PEACE,1
2003,4,8,DRUGS/ALCOHOL VIOLATIONS,21
2003,4,8,FRAUD,2
2003,4,8,HOMICIDE,1
2003,4,8,MOTOR VEHICLE THEFT,7
2003,4,8,OTHER,16
2003,4,8,ROBBERY,3
2003,4,8,THEFT/LARCENY,27
2003,4,8,VANDALISM,20
2003,4,8,VEHICLE BREAK-IN/THEFT,21
2003,4,9,ASSAULT,10
2003,4,9,BURGLARY,16
2003,4,9,DISTURBING THE PEACE,2
2003,4,9,DRUGS/ALCOHOL VIOLATIONS,19
2003,4,9,DUI,1
2003,4,9,FRAUD,2
2003,4,9,MOTOR VEHICLE THEFT,11
2003,4,9,OTHER,14
2003,4,9,ROBBERY,7
2003,4,9,THEFT/LARCENY,34
2003,4,9,VANDALISM,15
2003,4,9,VEHICLE BREAK-IN/THEFT,22
2003,4,10,ASSAULT,19
2003,4,10,BURGLARY,27
2003,4,10,DRUGS/ALCOHOL VIOLATIONS,20
2003,4,10,DUI,1
2003,4,10,FRAUD,1
2003,4,10,MOTOR VEHICLE THEFT,6
2003,4,10,OTHER,22
2003,4,10,SEX CRIMES,2
2003,4,10,THEFT/LARCENY,25
2003,4,10,VANDALISM,31
2003,4,10,VEHICLE BREAK-IN/THEFT,35
2003,4,11,ARSON,1
2003,4,11,ASSAULT,19
2003,4,11,BURGLARY,24
2003,4,11,DISTURBING THE PEACE,4
2003,4,11,DRUGS/ALCOHOL VIOLATIONS,18
2003,4,11,FRAUD,5
2003,4,11,MOTOR VEHICLE THEFT,9
2003,4,11,OTHER,21
2003,4,11,ROBBERY,7
2003,4,11,THEFT/LARCENY,29
2003,4,11,VANDALISM,16
2003,4,11,VEHICLE BREAK-IN/THEFT,17
2003,4,12,ASSAULT,16
2003,4,12,BURGLARY,32
2003,4,12,DISTURBING THE PEACE,2
2003,4,12,DRUGS/ALCOHOL VIOLATIONS,10
2003,4,12,DUI,1
2003,4,12,FRAUD,4
2003,4,12,MOTOR VEHICLE THEFT,11
2003,4,12,OTHER,24
2003,4,12,ROBBERY,7
2003,4,12,THEFT/LARCENY,31
2003,4,12,VANDALISM,25
2003,4,12,VEHICLE BREAK-IN/THEFT,17
2003,4,13,ASSAULT,26
2003,4,13,BURGLARY,22
2003,4,13,DISTURBING THE PEACE,3
2003,4,13,DRUGS/ALCOHOL VIOLATIONS,5
2003,4,13,FRAUD,3
2003,4,13,MOTOR VEHICLE THEFT,6
2003,4,13,OTHER,23
2003,4,13,ROBBERY,3
2003,4,13,THEFT/LARCENY,33
2003,4,13,VANDALISM,26
2003,4,13,VEHICLE BREAK-IN/THEFT,14
2003,4,14,ARSON,1
2003,4,14,ASSAULT,21
2003,4,14,BURGLARY,20
2003,4,14,DISTURBING THE PEACE,1
2003,4,14,DRUGS/ALCOHOL VIOLATIONS,3
2003,4,14,FRAUD,3
2003,4,14,HOMICIDE,1
2003,4,14,MOTOR VEHICLE THEFT,9
2003,4,14,OTHER,16
2003,4,14,SEX CRIMES,1
2003,4,14,THEFT/LARCENY,21
2003,4,14,VANDALISM,18
2003,4,14,VEHICLE BREAK-IN/THEFT,10
2003,4,14,WEAPONS,1
2003,4,15,ASSAULT,24
2003,4,15,BURGLARY,24
2003,4,15,DISTURBING THE PEACE,3
2003,4,15,DRUGS/ALCOHOL VIOLATIONS,21
2003,4,15,FRAUD,6
2003,4,15,MOTOR VEHICLE THEFT,7
2003,4,15,OTHER,23
2003,4,15,ROBBERY,3
2003,4,15,THEFT/LARCENY,35
2003,4,15,VANDALISM,17
2003,4,15,VEHICLE BREAK-IN/THEFT,24
2003,4,15,WEAPONS,4
2003,4,16,ARSON,2
2003,4,16,ASSAULT,21
2003,4,16,BURGLARY,23
2003,4,16,DISTURBING THE PEACE,2
2003,4,16,DRUGS/ALCOHOL VIOLATIONS,3
2003,4,16,FRAUD,2
2003,4,16,MOTOR VEHICLE THEFT,7
2003,4,16,OTHER,17
2003,4,16,ROBBERY,4
2003,4,16,THEFT/LARCENY,28
2003,4,16,VANDALISM,16
2003,4,16,VEHICLE BREAK-IN/THEFT,15
2003,4,16,WEAPONS,2
2003,4,17,ASSAULT,17
2003,4,17,BURGLARY,19
2003,4,17,DISTURBING THE PEACE,5
2003,4,17,DRUGS/ALCOHOL VIOLATIONS,19
2003,4,17,FRAUD,1
2003,4,17,HOMICIDE,1
2003,4,17,MOTOR VEHICLE THEFT,5
2003,4,17,OTHER,18
2003,4,17,ROBBERY,6
2003,4,17,THEFT/LARCENY,29
2003,4,17,VANDALISM,27
2003,4,17,VEHICLE BREAK-IN/THEFT,24
2003,4,17,WEAPONS,2
2003,4,18,ASSAULT,34
2003,4,18,BURGLARY,16
2003,4,18,DRUGS/ALCOHOL VIOLATIONS,9
2003,4,18,FRAUD,2
2003,4,18,MOTOR VEHICLE THEFT,2
2003,4,18,OTHER,10
2003,4,18,ROBBERY,7
2003,4,18,SEX CRIMES,1
2003,4,18,THEFT/LARCENY,23
2003,4,18,VANDALISM,27
2003,4,18,VEHICLE BREAK-IN/THEFT,12
2003,4,19,ASSAULT,44
2003,4,19,BURGLARY,18
2003,4,19,DRUGS/ALCOHOL VIOLATIONS,12
2003,4,19,FRAUD,2
2003,4,19,MOTOR VEHICLE THEFT,12
2003,4,19,OTHER,17
2003,4,19,ROBBERY,2
2003,4,19,SEX CRIMES,1
2003,4,19,THEFT/LARCENY,32
2003,4,19,VANDALISM,50
2003,4,19,VEHICLE BREAK-IN/THEFT,23
2003,4,19,WEAPONS,2
2003,4,20,ASSAULT,39
2003,4,20,BURGLARY,30
2003,4,20,DISTURBING THE PEACE,4
2003,4,20,DRUGS/ALCOHOL VIOLATIONS,10
2003,4,20,FRAUD,4
2003,4,20,MOTOR VEHICLE THEFT,9
2003,4,20,OTHER,27
2003,4,20,ROBBERY,5
2003,4,20,SEX CRIMES,4
2003,4,20,THEFT/LARCENY,26
2003,4,20,VANDALISM,30
2003,4,20,VEHICLE BREAK-IN/THEFT,21
2003,4,21,ASSAULT,12
2003,4,21,BURGLARY,20
2003,4,21,DRUGS/ALCOHOL VIOLATIONS,7
2003,4,21,FRAUD,5
2003,4,21,MOTOR VEHICLE THEFT,8
2003,4,21,OTHER,14
2003,4,21,ROBBERY,1
2003,4,21,THEFT/LARCENY,19
2003,4,21,VANDALISM,12
2003,4,21,VEHICLE BREAK-IN/THEFT,17
2003,4,21,WEAPONS,1
2003,4,22,ASSAULT,18
2003,4,22,BURGLARY,18
2003,4,22,DISTURBING THE PEACE,2
2003,4,22,DRUGS/ALCOHOL VIOLATIONS,1
2003,4,22,MOTOR VEHICLE THEFT,15
2003,4,22,OTHER,10
2003,4,22,ROBBERY,7
2003,4,22,THEFT/LARCENY,28
2003,4,22,VANDALISM,15
2003,4,22,VEHICLE BREAK-IN/THEFT,19
2003,4,22,WEAPONS,2
2003,4,23,ASSAULT,20
2003,4,23,BURGLARY,31
2003,4,23,DISTURBING THE PEACE,4
2003,4,23,DRUGS/ALCOHOL VIOLATIONS,10
2003,4,23,FRAUD,4
2003,4,23,HOMICIDE,1
2003,4,23,MOTOR VEHICLE THEFT,12
2003,4,23,OTHER,12
2003,4,23,ROBBERY,3
2003,4,23,SEX CRIMES,1
2003,4,23,THEFT/LARCENY,33
2003,4,23,VANDALISM,20
2003,4,23,VEHICLE BREAK-IN/THEFT,33
2003,4,23,WEAPONS,1
2003,4,24,ASSAULT,22
2003,4,24,BURGLARY,16
2003,4,24,DISTURBING THE PEACE,4
2003,4,24,DRUGS/ALCOHOL VIOLATIONS,7
2003,4,24,FRAUD,2
2003,4,24,MOTOR VEHICLE THEFT,12
2003,4,24,OTHER,18
2003,4,24,ROBBERY,9
2003,4,24,THEFT/LARCENY,23
2003,4,24,VANDALISM,23
2003,4,24,VEHICLE BREAK-IN/THEFT,18
2003,4,24,WEAPONS,2
2003,4,25,ARSON,1
2003,4,25,ASSAULT,22
2003,4,25,BURGLARY,21
2003,4,25,DISTURBING THE PEACE,3
2003,4,25,DRUGS/ALCOHOL VIOLATIONS,28
2003,4,25,DUI,3
2003,4,25,FRAUD,2
2003,4,25,MOTOR VEHICLE THEFT,10
2003,4,25,OTHER,23
2003,4,25,ROBBERY,11
2003,4,25,SEX CRIMES,1
2003,4,25,THEFT/LARCENY,27
2003,4,25,VANDALISM,24
2003,4,25,VEHICLE BREAK-IN/THEFT,32
2003,4,25,WEAPONS,2
2003,4,26,ASSAULT,13
2003,4,26,BURGLARY,24
2003,4,26,DISTURBING THE PEACE,1
2003,4,26,DRUGS/ALCOHOL VIOLATIONS,10
2003,4,26,FRAUD,1
2003,4,26,MOTOR VEHICLE THEFT,14
2003,4,26,OTHER,19
2003,4,26,ROBBERY,5
2003,4,26,SEX CRIMES,2
2003,4,26,THEFT/LARCENY,24
2003,4,26,VANDALISM,22
2003,4,26,VEHICLE BREAK-IN/THEFT,32
2003,4,26,WEAPONS,1
2003,4,27,ASSAULT,23
2003,4,27,BURGLARY,15
2003,4,27,DRUGS/ALCOHOL VIOLATIONS,11
2003,4,27,DUI,2
2003,4,27,FRAUD,4
2003,4,27,MOTOR VEHICLE THEFT,11
2003,4,27,OTHER,18
2003,4,27,ROBBERY,8
2003,4,27,SEX CRIMES,1
2003,4,27,THEFT/LARCENY,27
2003,4,27,VANDALISM,29
2003,4,27,VEHICLE BREAK-IN/THEFT,37
2003,4,27,WEAPONS,2
2003,4,28,ASSAULT,34
2003,4,28,BURGLARY,24
2003,4,28,DISTURBING THE PEACE,1
2003,4,28,DRUGS/ALCOHOL VIOLATIONS,15
2003,4,28,FRAUD,3
2003,4,28,MOTOR VEHICLE THEFT,8
2003,4,28,OTHER,21
2003,4,28,ROBBERY,13
2003,4,28,THEFT/LARCENY,22
2003,4,28,VANDALISM,16
2003,4,28,VEHICLE BREAK-IN/THEFT,14
2003,4,28,WEAPONS,4
2003,4,29,ASSAULT,23
2003,4,29,BURGLARY,24
2003,4,29,DISTURBING THE PEACE,2
2003,4,29,DRUGS/ALCOHOL VIOLATIONS,13
2003,4,29,FRAUD,5
2003,4,29,MOTOR VEHICLE THEFT,14
2003,4,29,OTHER,22
2003,4,29,ROBBERY,2
2003,4,29,SEX CRIMES,1
2003,4,29,THEFT/LARCENY,29
2003,4,29,VANDALISM,19
2003,4,29,VEHICLE BREAK-IN/THEFT,23
2003,4,30,ASSAULT,21
2003,4,30,BURGLARY,22
2003,4,30,DRUGS/ALCOHOL VIOLATIONS,5
2003,4,30,FRAUD,9
2003,4,30,MOTOR VEHICLE THEFT,10
2003,4,30,OTHER,22
2003,4,30,ROBBERY,6
2003,4,30,THEFT/LARCENY,33
2003,4,30,VANDALISM,20
2003,4,30,VEHICLE BREAK-IN/THEFT,22
2003,4,30,WEAPONS,1
2003,5,1,ASSAULT,33
2003,5,1,BURGLARY,18
2003,5,1,DRUGS/ALCOHOL VIOLATIONS,7
2003,5,1,FRAUD,8
2003,5,1,MOTOR VEHICLE THEFT,11
2003,5,1,OTHER,17
2003,5,1,ROBBERY,5
2003,5,1,SEX CRIMES,8
2003,5,1,THEFT/LARCENY,41
2003,5,1,VANDALISM,28
2003,5,1,VEHICLE BREAK-IN/THEFT,19
2003,5,1,WEAPONS,2
2003,5,2,ASSAULT,29
2003,5,2,BURGLARY,26
2003,5,2,DISTURBING THE PEACE,2
2003,5,2,DRUGS/ALCOHOL VIOLATIONS,5
2003,5,2,DUI,1
2003,5,2,FRAUD,3
2003,5,2,MOTOR VEHICLE THEFT,11
2003,5,2,OTHER,21
2003,5,2,ROBBERY,8
2003,5,2,THEFT/LARCENY,37
2003,5,2,VANDALISM,23
2003,5,2,VEHICLE BREAK-IN/THEFT,19
2003,5,2,WEAPONS,3
2003,5,3,ASSAULT,14
2003,5,3,BURGLARY,39
2003,5,3,DISTURBING THE PEACE,1
2003,5,3,DRUGS/ALCOHOL VIOLATIONS,9
2003,5,3,FRAUD,2
2003,5,3,MOTOR VEHICLE THEFT,8
2003,5,3,OTHER,15
2003,5,3,ROBBERY,11
2003,5,3,SEX CRIMES,3
2003,5,3,THEFT/LARCENY,34
2003,5,3,VANDALISM,21
2003,5,3,VEHICLE BREAK-IN/THEFT,25
2003,5,4,ASSAULT,43
2003,5,4,BURGLARY,20
2003,5,4,DISTURBING THE PEACE,3
2003,5,4,DRUGS/ALCOHOL VIOLATIONS,21
2003,5,4,FRAUD,1
2003,5,4,MOTOR VEHICLE THEFT,7
2003,5,4,OTHER,18
2003,5,4,ROBBERY,8
2003,5,4,SEX CRIMES,1
2003,5,4,THEFT/LARCENY,42
2003,5,4,VANDALISM,13
2003,5,4,VEHICLE BREAK-IN/THEFT,14
2003,5,4,WEAPONS,1
2003,5,5,ASSAULT,13
2003,5,5,BURGLARY,18
2003,5,5,DISTURBING THE PEACE,1
2003,5,5,DRUGS/ALCOHOL VIOLATIONS,5
2003,5,5,FRAUD,4
2003,5,5,MOTOR VEHICLE THEFT,6
2003,5,5,OTHER,10
2003,5,5,ROBBERY,2
2003,5,5,SEX CRIMES,3
2003,5,5,THEFT/LARCENY,13
2003,5,5,VANDALISM,7
2003,5,5,VEHICLE BREAK-IN/THEFT,10
2003,5,5,WEAPONS,1
2003,5,6,ASSAULT,13
2003,5,6,BURGLARY,26
2003,5,6,DRUGS/ALCOHOL VIOLATIONS,14
2003,5,6,DUI,1
2003,5,6,FRAUD,1
2003,5,6,HOMICIDE,1
2003,5,6,MOTOR VEHICLE THEFT,3
2003,5,6,OTHER,11
2003,5,6,ROBBERY,4
2003,5,6,SEX CRIMES,2
2003,5,6,THEFT/LARCENY,12
2003,5,6,VANDALISM,14
2003,5,6,VEHICLE BREAK-IN/THEFT,11
2003,5,6,WEAPONS,1
2003,5,7,ASSAULT,20
2003,5,7,BURGLARY,25
2003,5,7,DISTURBING THE PEACE,1
2003,5,7,DRUGS/ALCOHOL VIOLATIONS,21
2003,5,7,DUI,1
2003,5,7,MOTOR VEHICLE THEFT,6
2003,5,7,OTHER,11
2003,5,7,ROBBERY,8
2003,5,7,THEFT/LARCENY,18
2003,5,7,VANDALISM,8
2003,5,7,VEHICLE BREAK-IN/THEFT,13
2003,5,7,WEAPONS,1
2003,5,8,ASSAULT,20
2003,5,8,BURGLARY,21
2003,5,8,DISTURBING THE PEACE,2
2003,5,8,DRUGS/ALCOHOL VIOLATIONS,7
2003,5,8,MOTOR VEHICLE THEFT,7
2003,5,8,OTHER,12
2003,5,8,ROBBERY,3
2003,5,8,THEFT/LARCENY,13
2003,5,8,VANDALISM,13
2003,5,8,VEHICLE BREAK-IN/THEFT,13
2003,5,8,WEAPONS,3
2003,5,9,ASSAULT,12
2003,5,9,BURGLARY,23
2003,5,9,DRUGS/ALCOHOL VIOLATIONS,10
2003,5,9,FRAUD,1
2003,5,9,MOTOR VEHICLE THEFT,9
2003,5,9,OTHER,3
2003,5,9,ROBBERY,4
2003,5,9,SEX CRIMES,2
2003,5,9,THEFT/LARCENY,14
2003,5,9,VANDALISM,11
2003,5,9,VEHICLE BREAK-IN/THEFT,6
2003,5,10,ASSAULT,31
2003,5,10,BURGLARY,16
2003,5,10,DISTURBING THE PEACE,2
2003,5,10,DRUGS/ALCOHOL VIOLATIONS,10
2003,5,10,FRAUD,2
2003,5,10,MOTOR VEHICLE THEFT,6
2003,5,10,OTHER,17
2003,5,10,ROBBERY,4
2003,5,10,THEFT/LARCENY,16
2003,5,10,VANDALISM,12
2003,5,10,VEHICLE BREAK-IN/THEFT,18
2003,5,11,ASSAULT,28
2003,5,11,BURGLARY,12
2003,5,11,DISTURBING THE PEACE,5
2003,5,11,DRUGS/ALCOHOL VIOLATIONS,9
2003,5,11,FRAUD,1
2003,5,11,MOTOR VEHICLE THEFT,5
2003,5,11,OTHER,20
2003,5,11,ROBBERY,2
2003,5,11,SEX CRIMES,2
2003,5,11,THEFT/LARCENY,12
2003,5,11,VANDALISM,11
2003,5,11,VEHICLE BREAK-IN/THEFT,15
2003,5,11,WEAPONS,1
2003,5,12,ASSAULT,14
2003,5,12,BURGLARY,38
2003,5,12,DISTURBING THE PEACE,1
2003,5,12,DRUGS/ALCOHOL VIOLATIONS,6
2003,5,12,MOTOR VEHICLE THEFT,5
2003,5,12,OTHER,15
2003,5,12,ROBBERY,4
2003,5,12,SEX CRIMES,2
2003,5,12,THEFT/LARCENY,11
2003,5,12,VANDALISM,15
2003,5,12,VEHICLE BREAK-IN/THEFT,20
2003,5,12,WEAPONS,3
2003,5,13,ARSON,1
2003,5,13,ASSAULT,18
2003,5,13,BURGLARY,15
2003,5,13,DISTURBING THE PEACE,1
2003,5,13,DRUGS/ALCOHOL VIOLATIONS,2
2003,5,13,FRAUD,2
2003,5,13,MOTOR VEHICLE THEFT,5
2003,5,13,OTHER,10
2003,5,13,ROBBERY,4
